,Country_Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
612,Qatar_1994,21.153,2.078,3.715,76.559,75.106,75.8147804878049,0.486960035297153,4289.0,0.871755054919146,110300.0,22.4188814543208,650.0,5.59862187769165,0.0264229790486102,1.11972437553833,11610.0,28521,-6.82984050933094,11610.0,42.3769164513351,94.203,0.955192055866591,QAT,8527819264.0,507044,4.63,0.15,0.19,0.0,25.915,4.199,0.0,0.0,30.304,0.03,0.0,0.63,0.05,0.0,0.13
613,Qatar_1995,20.885,2.069,3.648,76.722,75.257,75.9716341463415,0.630129467987372,11533.0,2.32940016885273,115766.0,23.3820636388975,650.0,5.59862187769165,0.0262570035507548,1.11972437553833,11610.0,26666,-6.72513123517364,11610.0,42.6447889750215,94.614,1.06555790552806,QAT,9599471616.0,513447,4.78,0.16,0.191,0.0,25.915,5.192,0.0,0.0,31.298,0.03,0.0,0.61,0.06,0.0,0.13
614,Qatar_1997,20.474,2.056,3.534,77.037,75.539,76.2697317073171,2.23404415665011,28772.0,5.61431169459643,133513.0,26.05253709442,660.0,5.68475452196382,0.0253670415785325,1.11972437553833,11610.0,23799,-5.19485693744534,11610.0,44.1409130060293,95.356,2.61032293492988,QAT,15539098624.0,535320,7.57,0.14,0.274,0.0,28.096,8.42,0.0,0.0,36.789,0.04,0.0,0.64,0.09,0.0,0.15
615,Qatar_1998,20.286,2.048,3.477,77.189,75.672,76.412,3.26622870821227,43476.0,8.21090443463628,141902.0,26.7997000893311,660.0,5.68475452196382,0.0245518809573723,1.11972437553833,11610.0,22985,-3.48017337297843,11610.0,45.6064599483204,95.659,3.58344300901916,QAT,18830878720.0,551566,7.77,0.14,0.387,0.0,20.02,11.314,0.0,0.001,31.722,0.06,0.0,0.45,0.11,0.0,0.13
616,Qatar_1999,20.074,2.036,3.411,77.339,75.8,76.5507317073171,3.86691606964597,65756.0,11.9476640132857,150508.0,27.3468431065089,660.0,5.68475452196382,0.0236206022526787,1.11972437553833,11610.0,22631,-1.5521181459582,11610.0,47.4045650301464,95.888,4.10599890440301,QAT,21447383040.0,570486,8.22,0.14,0.399,0.0,22.383,7.973,0.0,0.001,30.756,0.06,0.0,0.48,0.08,0.0,0.13
617,Qatar_2002,18.876,1.961,3.127,77.777,76.164,76.9508292682927,3.00561570594372,177929.0,29.0824899314818,167446.0,27.3690438830483,663.0,5.71059431524548,0.0217388461739631,1.14556416881998,11610.0,21377,-2.42167201832861,11610.0,52.6966408268734,96.506,3.20774897984713,QAT,34542092288.0,640872,8.68,0.15,0.498,0.0,24.992,14.638,0.575,0.0,40.703,0.06,0.0,0.51,0.14,0.2,0.16
618,Qatar_2003,18.166,1.917,2.996,77.918,76.276,77.0769756097561,2.88964677426122,266703.0,42.3509515756378,176519.0,28.0302344599798,645.0,5.55555555555556,0.0182613597567269,0.99052540913006,11610.0,20832,-2.58253116709849,11610.0,54.2416020671835,96.692,3.08226216790883,QAT,39744811008.0,681791,9.95,0.16,0.509,0.0,26.791,13.425,0.575,0.0,41.3,0.06,0.0,0.53,0.13,0.2,0.15
619,Qatar_2004,17.311,1.866,2.853,78.058,76.386,77.2016097560976,4.72854005357326,376535.0,57.0301921428334,184508.0,27.9456801941118,646.0,5.56416881998277,0.0175694219357262,0.999138673557278,11610.0,20679,-0.737157345453429,11610.0,56.868044788975,96.868,4.9103475979053,QAT,52481273856.0,753332,10.91,0.17,0.498,0.0,32.837,8.801,0.575,0.0,42.711,0.05,0.0,0.62,0.08,0.18,0.15
620,Qatar_2005,16.341,1.808,2.703,78.196,76.495,77.324756097561,8.71826389439151,490333.0,68.0655984386084,190876.0,26.4964609103768,646.0,5.56416881998277,0.0161025454515168,0.999138673557278,11610.0,20855,0.847503507728421,11610.0,62.0484926787252,97.105,8.9626945555225,QAT,62263799808.0,865410,10.86,0.18,0.523,0.0,31.815,10.853,7.5,0.0,50.69,0.05,0.0,0.59,0.1,2.26,0.17
621,Qatar_2008,13.425,1.619,2.299,78.614,76.851,77.711,17.4832353697136,1264206.0,109.696397008484,237368.0,20.5966546315314,660.0,5.68475452196382,0.0121479375838967,1.20585701981051,11610.0,22784,4.72727065402887,11610.0,99.2643410852713,98.023,17.7580120829081,QAT,144534000000.0,1436670,14.16,0.37,1.36,0.0,41.564,14.414,6.918,0.001,64.257,0.12,0.0,0.71,0.13,1.91,0.2
622,Qatar_2011,11.676,1.462,2.085,79.047,77.288,78.1460487804878,11.2152704069701,2186447.0,124.960322064247,270000.0,15.4311021293206,660.0,5.68475452196382,0.0080013122152032,1.20585701981051,11610.0,23534,-1.66867178785448,11610.0,150.707407407407,98.655,11.4029182425712,QAT,296602000000.0,2035862,19.23,0.44,1.769,0.0,66.681,10.124,1.074,0.0,79.648,0.13,0.0,1.05,0.09,0.3,0.23
623,Qatar_2012,11.393,1.426,2.055,79.195,77.447,78.2996829268293,8.81236074059324,2302225.0,120.478444211163,309000.0,16.1703739909216,660.0,5.68475452196382,0.0073263830379579,1.20585701981051,11610.0,22702,-3.59931577085895,11610.0,164.591042204996,98.812,8.97136990369804,QAT,316628000000.0,2196078,20.65,0.45,1.913,0.0,81.667,7.372,1.352,0.0,92.304,0.14,0.0,1.25,0.06,0.37,0.26
624,Italy_1992,9.9,9.7,1.3,80.4,73.8,77.0195121951219,0.0692311889532843,568000.0,0.999024174995547,23071000.0,40.57832172768,160540.0,54.5850192104995,0.156804649648993,30.2607867804563,294110.0,18897182,0.129319782400166,301340.0,192.983988983714,66.706,0.0392535418060194,ITA,1531920000000.0,57145308,47.87,25.98,16.427,58.065,94.458,261.299,3.956,5.11,439.315,3.07,0.69,2.38,2.84,1.67,1.95
625,Italy_1993,10.0,9.6,1.3,80.8,74.2,77.419512195122,0.0679244330808808,783000.0,1.37623280051739,23709000.0,41.6719073658581,159780.0,54.3266124919248,0.154057196630524,29.7507735201115,294110.0,18889575,-0.0402627836136495,301340.0,193.115116793037,66.742,0.121878595507805,ITA,1529550000000.0,57197608,47.62,25.77,14.065,52.079,96.872,259.336,4.18,5.073,431.605,2.53,0.61,2.38,2.82,1.79,1.89
626,Italy_1994,9.7,9.7,1.25,81.0,74.6,77.7219512195122,0.061135853002924,1207175.0,2.12020635205691,24167000.0,42.4454009651951,159100.0,54.0954064805685,0.150443886005342,29.0707558396518,294110.0,18867028,-0.119433428267643,301340.0,193.233215463602,66.802,0.150993200701863,ITA,1573410000000.0,57213540,48.09,25.07,13.791,54.772,92.794,255.512,4.07,4.858,425.797,2.33,0.64,2.26,2.77,1.72,1.85
627,Italy_1995,9.4,9.7,1.21,81.2,74.8,77.9219512195122,0.0203720739457194,2240000.0,3.93229038342412,24542000.0,43.0831565133905,157020.0,53.3881880928904,0.146525366181474,28.3193363027439,294110.0,18836766,-0.160524993841892,301340.0,193.272585087212,66.862,0.110149317664983,ITA,1630200000000.0,57174412,48.34,25.84,15.31,58.417,102.913,264.199,4.002,4.985,449.826,2.44,0.66,2.44,2.83,1.7,1.92
628,Italy_1996,9.2,9.8,1.19,81.5,75.0,78.1707317073171,0.0015885623091739,3923000.0,6.88643444561157,24845000.0,43.6129145554982,153330.0,52.1335554724423,0.145713810581863,28.1629322362381,294110.0,18802959,-0.179634729482643,301340.0,193.27565536704,66.922,0.0912844846717047,ITA,1662790000000.0,57065232,49.2,26.1,13.988,53.524,106.19,261.84,3.85,4.637,444.029,2.19,0.59,2.41,2.73,1.62,1.84
629,Italy_1997,9.3,9.7,1.2,81.8,75.4,78.5219512195122,0.0281044080072756,6422000.0,11.2790718648119,25259000.0,44.3628271929746,153490.0,52.1879568868791,0.146534625813756,28.3295365679508,294110.0,18774128,-0.153449923658716,301340.0,193.329981979531,66.982,0.117720946939261,ITA,1705190000000.0,56903632,49.69,25.75,14.233,54.146,109.923,262.769,4.013,4.67,449.754,2.16,0.6,2.49,2.69,1.65,1.85
630,Italy_1998,9.4,9.8,1.21,82.0,75.8,78.8243902439024,0.05290695026061,11737904.0,20.6336734143737,25698000.0,45.173664685158,153450.0,52.1743565332699,0.145068483644298,28.0609295841692,294110.0,18749929,-0.128978608867812,301340.0,193.432294039645,67.042,0.142443745434026,ITA,1744900000000.0,56742752,49.44,26.15,14.538,54.867,118.555,265.487,3.887,4.612,461.946,2.22,0.63,2.64,2.7,1.68,1.91
631,Italy_2000,9.4,9.8,1.23,82.6,76.4,79.4243902439024,0.0168208444553697,30296000.0,53.2698127974712,26502000.0,46.5987780155328,157990.0,53.7179966679134,0.150132693933798,29.0537553976403,294110.0,18690180,-0.165730442662919,301340.0,193.520509333243,67.162,0.106198406299854,ITA,1863750000000.0,56692180,50.9,26.7,15.862,56.032,134.813,255.591,3.262,4.933,470.493,2.21,0.62,2.85,2.49,1.21,1.86
632,Italy_2002,9.4,9.7,1.25,83.1,77.1,80.0268292682927,0.0561676014374784,51246000.0,89.5905441504058,27353000.0,47.8197352797497,155020.0,52.7081704124307,0.146364751702967,28.3533371867669,294110.0,18640786,-0.127049090853229,301340.0,193.716976641393,67.282,0.145383965430874,ITA,1928260000000.0,57182520,50.18,26.31,16.289,60.016,135.865,257.677,2.843,5.315,478.005,2.07,0.63,2.76,2.48,0.99,1.84
633,Italy_2003,9.4,9.7,1.27,83.2,77.4,80.2292682926829,0.148916429490753,54200000.0,94.2584926119254,27142000.0,47.2022879423041,152730.0,51.9295501683044,0.145235615474346,28.1765325898473,294110.0,18611507,-0.157193040594564,301340.0,194.005667947367,67.382,0.297433898475445,ITA,1944750000000.0,57564588,50.21,25.69,16.938,65.126,149.024,255.95,3.384,5.543,495.965,2.0,0.64,2.92,2.4,1.17,1.81
634,Italy_2004,9.4,10.2,1.29,82.8,77.1,79.8804878048781,0.444507312655549,56770000.0,98.1025426806975,26596000.0,45.9597538336416,149070.0,50.6799483239274,0.138868525634486,27.0585435506901,294140.0,18626218,0.0790112756099504,301340.0,194.850081593799,67.501,0.620956423105583,ITA,1989360000000.0,57948420,49.5,27.02,17.408,72.217,154.662,248.802,2.646,5.833,501.568,1.92,0.66,2.94,2.26,0.85,1.75
635,Italy_2008,9.5,9.6,1.37,84.2,78.7,81.3829268292683,0.504933687397673,89801000.0,150.962826994576,22417000.0,37.6848107786931,141620.0,48.1471408172979,0.122710598578227,24.3795471544163,294140.0,18715453,0.137157224070189,301340.0,198.675154688244,67.974,0.678681719512836,ITA,2115290000000.0,58922116,49.35,18.66,16.127,68.139,167.142,219.441,2.596,5.458,478.903,1.42,0.51,2.85,1.96,0.72,1.49
636,Italy_2012,9.0,9.8,1.4,85.3,80.1,82.6365853658537,0.171978290995717,96040913.0,158.145882953795,22105471.0,36.3999999604804,139326.0,47.3672400897532,0.114517734915324,23.118243013531,294140.0,18737779,-0.198103561162626,301340.0,201.874784116407,68.444,0.343066345015609,ITA,2029240000000.0,59879468,47.28,16.75,10.071,66.959,147.714,172.402,2.528,3.773,403.447,0.73,0.45,2.27,1.5,0.69,1.15
637,Netherlands_1992,13.2,8.6,1.61,80.15,74.0,77.0,0.788031035375139,115000.0,0.767014891427375,7175000.0,47.8550595303601,19910.0,58.9751184834123,0.058461301206559,26.095971563981,33760.0,4622058,-1.29312281074979,41530.0,446.380272511848,69.329,1.72273120380975,NLD,433595000000.0,15165856,29.54,15.99,0.449,31.239,79.3,57.125,0.752,1.15,170.015,0.08,0.37,2.0,0.62,0.32,0.75
638,Netherlands_1994,12.8,9.0,1.57,80.0,73.98,76.9165853658537,0.696991330125143,216000.0,1.42004374655138,7634000.0,50.1880275980243,19880.0,58.8862559241706,0.0580103762054648,26.2736966824645,33760.0,4418916,-2.29248303794429,41530.0,452.913744075829,71.1,1.93813794907786,NLD,457294000000.0,15369121,28.16,16.04,0.463,34.655,78.7,55.004,0.619,1.347,170.788,0.08,0.4,1.92,0.6,0.26,0.74
639,Netherlands_1995,12.7,8.7,1.57,80.31,74.58,77.3751219512195,0.602938474274189,321000.0,2.09555687106332,7859000.0,51.3052381610176,19710.0,58.382701421801,0.0575316466311353,26.2144549763033,33760.0,4313040,-2.42514252326674,41530.0,455.65278436019,71.962,1.80802281691116,NLD,474288000000.0,15467852,27.45,15.65,0.428,34.701,81.003,54.318,0.552,1.298,172.3,0.07,0.39,1.92,0.58,0.23,0.73
640,Netherlands_1998,12.2,8.8,1.56,80.55,75.17,77.7943902439024,0.514767002117464,1717000.0,11.0040514392299,8860000.0,56.782699913557,19660.0,58.2345971563981,0.0577170072995039,26.6883886255924,33760.0,3988053,-2.61800187422288,41530.0,462.40077014218,74.453,1.61273225850827,NLD,544860000000.0,15745650,25.09,15.02,0.432,33.088,83.208,57.125,0.419,1.191,175.463,0.07,0.38,1.85,0.58,0.18,0.72
641,Netherlands_1999,12.7,8.8,1.63,80.7,75.2,77.8829268292683,0.616640530679659,3351000.0,21.3601514677598,9337000.0,59.5164829168826,19730.0,58.4419431279621,0.0576805210906661,26.8364928909953,33760.0,3887534,-2.55281184330771,41530.0,465.260930094787,75.25,1.68142954014443,NLD,575704000000.0,15835525,24.19,14.78,0.517,29.036,81.289,57.678,0.308,1.109,169.937,0.08,0.33,1.76,0.57,0.14,0.69
642,Netherlands_2000,12.7,8.9,1.65,80.5,75.3,77.8365853658537,0.665493187073143,6745460.0,42.7665218727124,9613000.0,60.9468553311983,19670.0,58.2642180094787,0.0578038776409542,27.0734597156398,33760.0,3790157,-2.53675804093516,41530.0,468.367535545024,76.03,1.696704929282,NLD,603576000000.0,15926188,23.18,14.32,0.469,30.337,81.326,57.508,0.351,1.094,171.085,0.07,0.34,1.72,0.56,0.13,0.68
643,Netherlands_2001,13.0,8.8,1.72,80.6,75.5,77.9878048780488,0.714770362784392,10755000.0,67.8126916985348,9889000.0,62.352367104306,19560.0,57.9383886255924,0.0571410164306795,26.9549763033175,33760.0,3695515,-2.52875208132313,41530.0,471.727280805687,76.795,1.71592210438949,NLD,619964000000.0,16018112,22.58,13.68,0.478,32.356,83.39,58.557,0.254,1.176,176.211,0.06,0.36,1.74,0.56,0.09,0.69
644,Netherlands_2003,12.5,8.8,1.73,80.7,76.0,78.2926829268293,0.638291666268526,12100000.0,75.4252738747796,8026000.0,50.0300205057009,19490.0,57.7310426540284,0.0567220278199254,27.1327014218009,33760.0,3373027,-5.32300620698951,41530.0,478.345053317536,79.113,2.27331417624889,NLD,629606000000.0,16200948,20.8,12.99,0.434,33.694,83.107,59.537,1.127,1.11,179.009,0.05,0.33,1.63,0.56,0.39,0.65
645,Netherlands_2004,12.3,8.7,1.75,80.9,76.2,78.4926829268293,0.471814398788212,13200000.0,81.815272642888,7846000.0,48.6305022087954,19230.0,56.9609004739336,0.0558387141268619,26.8364928909953,33760.0,3189732,-5.587366006271,41530.0,480.607286729858,80.341,2.01210346020247,NLD,646100000000.0,16287183,20.42,13.63,0.446,33.228,85.427,59.596,1.08,1.119,180.896,0.05,0.3,1.62,0.54,0.35,0.63
646,Netherlands_2005,11.9,8.4,1.72,81.4,76.9,79.0951219512195,0.347475412048658,14800000.0,91.2377035617967,7861000.0,48.4607829526543,19494.0,57.7428909952607,0.069249189538809,33.3975118483412,33760.0,3009850,-5.80466570963255,41530.0,482.280183649289,81.514,1.79694284127559,NLD,663884000000.0,16367153,19.02,13.59,0.421,31.995,82.843,59.339,1.161,1.163,176.922,0.04,0.28,1.54,0.53,0.35,0.6
647,Netherlands_2007,11.3,8.3,1.72,81.9,77.6,79.6975609756098,0.160613668857538,17296000.0,105.619183609388,7450000.0,45.4939244848485,19196.0,56.8601895734597,0.0654467998209481,31.6883886255924,33760.0,2674876,-5.80546061416679,41540.0,484.185456161137,83.636,1.37073677080826,NLD,720938000000.0,16506652,18.21,12.12,0.403,32.719,77.784,58.617,1.211,1.147,171.881,0.04,0.26,1.36,0.52,0.35,0.55
648,Netherlands_2008,11.1,8.1,1.72,82.3,78.0,80.0975609756098,0.217521601194242,19285000.0,117.285034806622,7404300.0,45.0305202602372,19144.0,56.7061611374408,0.064694156209467,31.3921800947867,33760.0,2532774,-5.45878793604429,41540.0,485.23981042654,84.539,1.29141366585093,NLD,737432000000.0,16568105,18.33,8.62,0.399,31.729,81.492,59.07,1.0,1.172,174.862,0.04,0.24,1.39,0.53,0.28,0.55
649,Netherlands_2009,11.2,8.2,1.77,82.3,78.3,80.2512195121951,0.389292461499527,20627000.0,124.98036105128,7317200.0,44.3354001010531,19293.0,57.1475118483412,0.0648562809501609,31.5936018957346,33760.0,2400728,-5.35431200819284,41540.0,487.132494075829,85.402,1.40494528793482,NLD,713757000000.0,16626379,18.14,8.56,0.416,29.238,81.913,55.794,1.127,1.051,169.539,0.04,0.22,1.42,0.51,0.31,0.54
650,Netherlands_2011,11.1,8.2,1.79,82.7,78.8,80.7024390243902,0.512923100553586,19179000.0,115.43015049494,7232000.0,43.5262969070028,19087.0,56.587607471094,0.0637360751120317,31.3963830418026,33730.0,2149866,-5.62452528094786,41540.0,492.599881411207,87.061,1.45809589920064,NLD,744361000000.0,16738191,17.48,8.21,0.351,29.405,79.945,56.4,0.977,1.193,168.271,0.03,0.2,1.25,0.5,0.28,0.49
651,Netherlands_2012,10.8,8.1,1.76,83.1,79.4,81.2048780487805,0.466428782200821,19829309.0,118.979142583501,7133000.0,42.7991829694173,18948.0,56.1755114141714,0.0624450595498468,30.9042395493626,33730.0,2030379,-5.71830394809553,41540.0,494.902875778239,87.837,1.35380734608355,NLD,736498000000.0,16791850,17.19,8.29,0.308,31.74,76.253,54.31,0.864,1.225,164.7,0.02,0.21,1.17,0.47,0.24,0.47
652,Netherlands_2013,10.5,8.4,1.72,83.0,79.3,81.1048780487805,0.370055034770235,19717000.0,117.966846751033,7182000.0,42.9699190224637,18417.0,54.6174377224199,0.0603403338067851,29.982206405694,33720.0,1914254,-5.88944845347647,41500.0,496.884994068802,88.575,1.20674323721835,NLD,735093000000.0,16843512,17.27,8.2,0.274,32.444,76.947,52.679,1.137,1.204,164.685,0.02,0.22,1.17,0.45,0.31,0.47
653,Israel_1994,21.3,6.6,2.8,79.1,75.3,77.1536585365854,2.6580917791605,64484.0,1.29339151629516,1958100.0,39.2747026868301,5770.0,26.6635859519408,0.0659570423873788,16.0351201478743,21640.0,491062,1.58190194072,22070.0,243.1146025878,90.666,2.7695452221672,ISR,114590000000.0,5105571,9.47,1.92,1.506,16.017,0.044,29.908,0.0,0.0,47.475,0.25,0.19,0.0,0.32,0.0,0.21
654,Israel_1998,21.4,6.2,2.94,80.1,76.0,78.0,2.49839504329334,1672442.0,29.7055487448993,2675000.0,47.512764504004,5630.0,26.0166358595194,0.0575736806031528,15.5268022181146,21640.0,524715,1.76713989341693,22070.0,269.685767097967,91.009,2.57092863350144,ISR,142513000000.0,5699279,10.22,2.16,2.189,24.791,0.022,29.008,0.0,0.0,56.01,0.33,0.28,0.0,0.29,0.0,0.23
655,Israel_2002,21.2,5.8,2.92,81.2,77.7,79.4073170731707,2.35711729946802,5500621.0,89.7388079790002,3033000.0,49.4812866765966,5610.0,25.9242144177449,0.053113837552415,15.8040665434381,21640.0,562318,1.62701998244198,22070.0,297.550831792976,91.267,2.42725785439453,ISR,158358000000.0,6169311,7.61,2.2,1.821,29.257,0.015,28.209,0.0,0.0,59.301,0.23,0.31,0.0,0.27,0.0,0.23
656,Israel_2003,21.2,5.8,2.89,81.5,77.5,79.4512195121951,2.01405839404727,6300008.0,100.978528786377,3006000.0,48.1811225528365,5630.0,26.0166358595194,0.0531202435312024,16.1275415896488,21640.0,569619,1.2900190115388,22070.0,303.604436229205,91.33,2.08306502848675,ISR,159602000000.0,6278374,6.25,2.27,1.885,29.726,0.015,30.789,0.0,0.0,62.415,0.22,0.29,0.0,0.29,0.0,0.23
657,Israel_2006,20.8,5.6,2.84,82.2,78.2,80.1512195121951,1.76289766113006,7757000.0,117.464860864636,2936295.0,44.4645460400319,5145.0,23.775415896488,0.0448766973059552,14.3715341959335,21640.0,587811,1.03457571884887,22070.0,320.244916820702,91.518,1.83066879022281,ISR,182782000000.0,6680641,7.7,2.34,2.265,29.922,4.254,25.708,0.0,0.0,62.149,0.22,0.24,0.08,0.23,0.0,0.2
658,Israel_2007,21.0,5.5,2.88,82.5,78.7,80.5536585365854,1.76780587358185,8403765.0,124.338839618682,3004653.0,44.4556776012645,5088.0,23.5120147874307,0.0429561790266101,14.0018484288355,21640.0,593922,1.03425299510449,22070.0,325.956561922366,91.58,1.83552075799557,ISR,193502000000.0,6847148,7.8,2.51,2.271,30.309,5.089,25.131,0.0,0.0,62.8,0.2,0.24,0.09,0.22,0.0,0.2
659,Israel_2011,21.8,5.2,3.03,83.6,79.7,81.6024390243903,1.82675240987847,9111000.0,122.783667871998,3408000.0,45.9276413245273,5174.0,23.909426987061,0.0396794165486122,13.9787430683919,21640.0,623306,1.08348944252337,22070.0,352.292051756007,91.824,1.89320115452923,ISR,221407000000.0,7487095,8.07,2.39,2.251,29.001,9.343,28.0,0.0,0.0,68.595,0.17,0.2,0.15,0.25,0.0,0.2
660,Israel_2012,21.4,5.3,2.98,83.6,79.9,81.7048780487805,1.84807786159597,9200000.0,121.978270101522,3500000.0,46.4047766690572,5205.0,24.0526802218115,0.0388884596564424,13.9556377079482,21640.0,630117,1.08679464768377,22070.0,358.863216266174,91.886,1.91558234719153,ISR,226681000000.0,7614946,8.06,2.48,2.252,32.575,4.814,35.143,0.0,0.001,74.785,0.16,0.22,0.07,0.31,0.0,0.21
661,Malaysia_1993,27.725,4.742,3.454,73.134,69.386,71.2142926829268,2.61203308635631,200573.0,1.04437297736144,2091578.0,10.890735758271,68848.0,20.9551057677675,0.0523194032922068,3.05828640998326,328550.0,9254175,0.075270036011308,330800.0,58.4541530969411,51.814,5.03035734196336,MYS,191825000000.0,19484900,22.52,7.43,3.425,5.386,22.027,50.29,5.591,0.0,86.719,0.62,0.06,0.54,0.55,2.39,0.38
662,Malaysia_1994,27.442,4.69,3.422,73.379,69.584,71.4352195121951,2.55137131912409,340022.0,1.72587647280068,2410721.0,12.236286641413,69787.0,21.2409070156749,0.0508948344306321,3.05189468878405,328550.0,9238188,-0.172903852069748,330800.0,59.9647237863339,53.109,5.01997242068517,MYS,211033000000.0,19977508,23.49,7.5,4.007,6.232,22.391,52.787,5.214,0.0,90.631,0.68,0.07,0.55,0.57,2.2,0.39
663,Malaysia_1997,26.155,4.544,3.275,74.08,70.155,72.0696341463415,2.54606769849365,1520320.0,7.15113868967256,3771314.0,17.7391532416227,70623.0,21.4953583929387,0.0467219142052446,3.02328412722569,328550.0,9148318,-0.387407392593207,330800.0,64.708053568711,56.969,4.82032669175091,MYS,279680000000.0,21562790,25.81,8.42,5.207,6.375,35.442,69.242,5.818,0.001,122.085,0.79,0.07,0.8,0.71,2.4,0.5
664,Malaysia_1998,25.468,4.501,3.19,74.302,70.34,72.2726829268293,2.5358170848977,2000000.0,9.17185698231689,4223042.0,19.3665686271587,70557.0,21.4752701263126,0.0452034971373488,3.00015218383808,328550.0,9106771,-0.455183447585662,330800.0,66.3699132552123,58.237,4.73718021325044,MYS,260987000000.0,22114646,34.76,10.02,5.325,6.284,35.94,59.701,6.987,0.001,114.238,0.81,0.07,0.8,0.61,3.02,0.47
665,Malaysia_2003,20.709,4.4,2.544,75.338,71.172,73.2041951219512,2.01933909486347,9053000.0,37.0814942945167,4669903.0,19.1281322711197,78700.0,23.9537361132248,0.0737288078318016,5.47861817075027,328550.0,8824122,-0.53195014547093,330800.0,74.3077005022067,63.856,3.49281046551842,MYS,349844000000.0,24698820,28.43,10.42,8.21,18.214,61.881,62.222,5.994,0.0,156.521,0.97,0.18,1.21,0.58,2.08,0.57
666,Malaysia_2004,19.84,4.415,2.418,75.538,71.305,73.3698780487805,1.934405025614,11124000.0,44.6914733538138,4571561.0,18.3665764668136,78700.0,23.9537361132248,0.0723162999252651,5.47861817075027,328550.0,8766488,-0.655283770511517,330800.0,75.7591051590321,64.78,3.37104325482873,MYS,376296000000.0,25190646,31.81,11.13,8.197,31.719,59.218,67.615,4.353,0.0,171.102,0.9,0.29,1.12,0.61,1.4,0.6
667,Malaysia_2005,19.107,4.44,2.307,75.736,71.429,73.5299756097561,1.88813881374287,14611000.0,57.6027941396145,4446265.0,17.5290731288189,78700.0,23.9537361132248,0.0709636776752488,5.47861817075027,328550.0,8701747,-0.741245998009808,330800.0,77.2031319433876,65.694,3.28920764472247,MYS,397909000000.0,25690616,33.27,11.52,8.062,26.11,64.08,68.799,14.282,0.0,181.333,0.84,0.23,1.19,0.62,4.3,0.61
668,Malaysia_2006,18.536,4.473,2.216,75.934,71.547,73.687,1.86840232618651,19545000.0,75.6284006177809,4365647.0,16.892652866299,78700.0,23.9537361132248,0.0696501003387084,5.47861817075027,328550.0,8633268,-0.790069765851386,330800.0,78.6591569015371,66.594,3.22908982350008,MYS,423206000000.0,26201954,30.7,11.52,8.604,26.626,69.546,62.325,11.684,0.0,178.785,0.82,0.22,1.26,0.56,3.5,0.58
669,Malaysia_2007,18.134,4.508,2.146,76.13,71.665,73.8430487804878,1.85409479045435,19463722.0,73.9303739439873,4342100.0,16.4928926082168,78700.0,23.9537361132248,0.0683706195039043,5.47861817075027,328550.0,8560782,-0.843157131996971,330800.0,80.1311763810683,67.483,3.18021898768148,MYS,453157000000.0,26720368,33.07,12.02,8.346,29.934,65.438,68.827,9.911,0.0,182.455,0.74,0.23,1.15,0.61,2.84,0.58
670,Malaysia_2008,17.871,4.542,2.093,76.324,71.788,74.0006829268293,1.8318638000634,23347000.0,87.0707749612243,4350000.0,16.222978159135,78700.0,23.9537361132248,0.0671295647964208,5.47861817075027,328550.0,8483892,-0.902223434421311,330800.0,81.612597778116,68.36,3.12307743283324,MYS,478516000000.0,27236004,32.83,12.73,8.863,38.037,72.633,70.211,12.242,0.0,201.985,0.78,0.29,1.24,0.63,3.38,0.63
671,Malaysia_2010,17.631,4.6,2.023,76.702,72.063,74.3259268292683,1.7715196738042,30144000.0,108.469408273182,4524000.0,16.2790473403621,78700.0,23.9537361132248,0.064770745386056,5.47861817075027,328550.0,8316254,-1.02933268041336,330800.0,84.5847633541318,70.075,2.99192695216661,MYS,514172000000.0,28208028,34.63,13.01,7.413,55.337,60.808,73.375,19.002,0.0,215.935,0.59,0.4,0.98,0.65,5.18,0.65
