,Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year
5794,Mauritania,1994,39.977,10.235,5.818,60.326,57.591,58.9251463414634,2.85517088683404,2202966.0,0.0,0.0,7499.0,0.340404708924241,396900.0,38.50781022606,0.195645325438522,0.41816241389347,1030700.0,1240887,1.47117586842763,1030700.0,2.1373493742117,43.672,4.66900487977092,Mauritania_1994
5796,Mauritania,1996,39.454,10.076,5.696,60.626,57.816,59.1867317073171,2.91014036556787,2334388.0,0.0,0.0,9249.0,0.396206628889456,397600.0,38.575725235277,0.213332145298896,0.483166779858349,1030700.0,1277984,1.47381485342042,1030700.0,2.26485689337344,45.254,4.67576874476659,Mauritania_1996
5798,Mauritania,1998,38.92,9.938,5.569,60.876,57.991,59.3983170731707,2.94807877658512,2475726.0,0.0,0.0,13045.0,0.526916145001507,397500.0,38.5660230911031,0.197113897095236,0.473464635684486,1030700.0,1315972,1.46164894766192,1030700.0,2.40198505869797,46.845,4.66193027020948,Mauritania_1998
5800,Mauritania,2000,38.392,9.814,5.442,61.099,58.135,59.5808536585366,2.99100365411596,2627739.0,0.0,0.0,16525.0,0.628867631069905,397500.0,38.5660230911031,0.185710985756196,0.473464635684486,1030700.0,1354810,1.45321979868179,1030700.0,2.54947026292811,48.442,4.6541077144321,Mauritania_2000
5802,Mauritania,2002,37.873,9.689,5.321,61.32,58.294,59.7700975609756,3.02989011458913,2791403.0,110463.0,3.95725733618542,24856.0,0.890448279950978,397120.0,38.5291549432425,0.161209255704031,0.436596487823809,1030700.0,1394501,1.44313383985902,1030700.0,2.70825943533521,50.043,4.6394371328441,Mauritania_2002
5804,Mauritania,2004,37.348,9.555,5.205,61.547,58.501,59.9868536585366,3.02040828141217,2965667.0,350954.0,11.8338977370015,38178.0,1.28733266411907,396620.0,38.4806442223731,0.134876909646295,0.388085766954497,1030700.0,1435086,1.42542698784555,1030700.0,2.87733288056661,51.61,4.53934407819389,Mauritania_2004
5806,Mauritania,2006,36.796,9.406,5.095,61.792,58.767,60.2426097560976,2.92652338151314,3146164.0,745615.0,23.6991777923846,41000.0,1.30317427826394,396610.0,38.4796740079558,0.12713895397697,0.388085766954497,1030700.0,1474701,1.33490181465683,1030700.0,3.05245367226157,53.127,4.35213017826712,Mauritania_2006
5807,Mauritania,2007,36.504,9.324,5.042,61.928,58.919,60.3868048780488,2.8683283401407,3237713.0,1060122.0,32.742926874618,34870.0,1.07699477995733,396610.0,38.4796740079558,0.123543995406634,0.388085766954497,1030700.0,1493687,1.27923026974957,1030700.0,3.14127583195886,53.866,4.24969428056882,Mauritania_2007
5808,Mauritania,2008,36.2,9.239,4.99,62.074,59.078,60.5394634146342,2.81161986744542,3330037.0,1413967.0,42.4609996825861,40267.0,1.2092057835994,396610.0,38.4796740079558,0.120118785466948,0.388085766954497,1030700.0,1512103,1.22538370542407,1030700.0,3.23084990782963,54.592,4.15044578333896,Mauritania_2008
5809,Mauritania,2009,35.883,9.151,4.939,62.23,59.238,60.697512195122,2.75050220898165,3422901.0,2091992.0,61.1175140619025,76354.0,2.23068093409655,396610.0,38.4796740079558,0.116859938397283,0.388085766954497,1030700.0,1529934,1.17232000887183,1030700.0,3.32094789948579,55.303,4.04447479627115,Mauritania_2009
5810,Mauritania,2010,35.553,9.061,4.888,62.395,59.397,60.8594390243903,2.68574423378139,3516077.0,2182249.0,62.0648808316769,74464.0,2.11781482601206,396510.0,38.4699718637819,0.110919072591414,0.378383622780634,1030700.0,1547074,1.11408077463137,1030700.0,3.41134859804017,56.0,3.93818838432337,Mauritania_2010
5811,Mauritania,2011,35.207,8.971,4.837,62.567,59.553,61.023243902439,2.62012151475042,3609420.0,2776050.0,76.911248898715,71572.0,1.98292246399699,397110.0,38.5281847288251,0.124673770301046,0.436596487823809,1030700.0,1563529,1.05800409076241,1030700.0,3.50191132240225,56.682,3.8306068156105,Mauritania_2011
5812,Mauritania,2012,34.843,8.881,4.783,62.743,59.705,61.1869512195122,2.55322031059694,3702763.0,3314767.0,89.5214465522098,72294.0,1.95243389868593,397110.0,38.5281847288251,0.121530867625068,0.436596487823809,1030700.0,1579302,1.00375314039692,1030700.0,3.59247404676433,57.348,3.7213913269207,Mauritania_2012
5815,Small states,1981,36.1974380212278,11.3191311850434,4.83087999235678,61.4654469826356,57.4119602146177,59.3872867106218,1.8849286679188,16986563.0,0.0,0.0,297173.0,2.44602916685632,812335.0,34.9595290844897,0.232349212975766,1.62828249442463,2337094.0,11792648,1.13112792916408,2404201.0,7.26824124318491,30.576584248856,3.63885279450358,Small states_1981
5816,Small states,1982,35.9977009244716,11.076750001853,4.78151493923722,61.87947840544,57.817365297552,59.7966931538564,1.97077537109773,17321330.0,0.0,0.0,353654.1,2.28185281848947,812798.0,34.9794546841082,0.226738053162768,1.62088023225889,2337094.0,11948346,1.32029718855343,2404201.0,7.41148195151757,31.01945710416,3.44766905118779,Small states_1982
5818,Small states,1984,35.4318722291404,10.6697418495506,4.67631879160134,62.6311474643533,58.5373311928602,60.5317105656501,2.15379414299919,18063551.0,0.0,0.0,444025.0,2.63784754729338,813208.0,34.9970993835544,0.217916128215868,1.62604460121173,2337094.0,12302009,1.51987570714995,2404201.0,7.72906481296858,31.8959513013803,3.534189214517,Small states_1984
5820,Small states,1986,34.8128859723681,10.3610463739284,4.5486483852125,63.258951318027,59.0968643873906,61.1243995059321,2.14629238842403,18852704.0,0.0,0.0,562694.0,3.20920162687212,814338.0,35.0457298966623,0.211756672132341,1.65057535373776,2337094.0,12647843,1.35344753046871,2404201.0,8.06672902330843,32.9123207841167,3.80144288074278,Small states_1986
5821,Small states,1987,34.4273733352007,10.1928062873702,4.48885906426344,63.5363272165569,59.323642795068,61.375848240285,2.14423352745578,19256950.0,0.0,0.0,628527.0,3.50990594191218,814646.0,35.0589849391731,0.204819999708226,1.63138111579634,2337094.0,12807069,1.25891822028467,2404201.0,8.23969853159522,33.4937765191788,3.94883946634744,Small states_1987
5824,Small states,1990,33.3505154644169,9.79294634832378,4.33239271076526,64.2436659350183,59.8649030218982,61.9978418492263,2.05503328047838,20476030.0,0.0,0.0,774713.5,4.06727834204936,815202.0,35.0829128730563,0.196820997001011,1.6687367178886,2337094.0,13216189,0.991785364959057,2404201.0,8.76132068286513,35.4553053560187,4.04922295313068,Small states_1990
5825,Small states,1991,32.884368832956,9.50905364287619,4.28070966631155,64.4205557270486,59.9890964951171,62.1526739161273,1.96847240407443,20879095.0,4272.0,0.0211263635455498,858573.0,4.40979240965907,815699.0,35.1043016916533,0.195548836952406,1.69128779564936,2337094.0,13332150,0.877416326294963,2404201.0,8.9337848627398,36.1459284034581,3.95468716188137,Small states_1991
5826,Small states,1992,32.5245439362361,9.38340857167279,4.22286007940713,64.544765209479,60.0838137492205,62.2565596860843,1.89554192842169,21274867.0,8026.0,0.0411853012707867,955880.0,4.81820437255525,816153.0,35.1035964118463,0.186942608672407,1.66037693648993,2338434.0,13443468,0.834959102620346,2405541.0,9.09791210699126,36.8105726007124,3.76912777289353,Small states_1992
5827,Small states,1993,32.0534071483472,9.30797060391552,4.16579504200505,64.6039250516888,60.1250036061821,62.3555039918409,1.83346387077296,21664934.0,16789.0,0.0841352887826397,1072062.0,5.30684512739503,815982.0,35.0962415225223,0.180767320964327,1.63581731079411,2338434.0,13582581,1.03479994894175,2405541.0,9.26471903846762,37.3061566682363,3.20445938203378,Small states_1993
5829,Small states,1995,31.2564006128045,9.32301584589101,4.0553648404414,64.4020137148108,59.9408924787185,62.1136199840325,1.71604122196621,22424529.0,46848.0,0.22813630442951,1359568.0,6.49894537836717,819230.0,35.3411752322307,0.188763026483705,1.77521353251963,2331511.0,13850081,0.955912045682837,2398618.0,9.61802410539774,38.2369241613503,2.96833282756515,Small states_1995
5830,Small states,1996,30.9981172804926,9.46376869155631,3.99681225996883,64.207286629364,59.7742264438841,61.9410454652388,1.6443957418236,22793277.0,90139.0,0.425749988841296,1489257.0,6.99738458563179,820625.0,35.4013548392385,0.18807471440001,1.79872486606089,2331511.0,13975101,0.90266620101356,2398618.0,9.77618248423447,38.6876274799802,2.84249201814508,Small states_1996
5832,Small states,1998,29.954130593159,9.68501500242009,3.87448977771345,63.6137024073016,59.3216700056377,61.4730476502942,1.58322072369539,23535341.0,192859.0,0.875699397346235,1902278.0,8.63752118482935,821255.0,35.4285327262742,0.180306304248406,1.78228850261278,2331511.0,14216014,0.84156802241553,2398618.0,10.0944584863636,39.597155770592,2.73581418555537,Small states_1998
5833,Small states,1999,29.4152750388067,9.88536129599824,3.81236701688713,63.1949759181988,59.0291785642594,61.0596395525194,1.53236360586403,23895988.0,286292.0,1.27840380729384,2078916.0,9.28315890574685,820310.0,35.3877658957206,0.173213780951142,1.73919158113071,2331511.0,14328856,0.793766804112607,2398618.0,10.2491422944177,40.0365563466553,2.65904394169236,Small states_1999
5836,Small states,2002,28.0668152028797,10.3819013574765,3.64226092169683,62.2668617396354,58.4809099950548,60.3272821623329,1.45057002442204,24962979.0,2439808.0,10.4030492542985,2476078.0,10.557700192591,822514.0,35.4828453608425,0.168987875802888,1.77456643159647,2331511.0,14648784,0.749611823883043,2398618.0,10.706781567833,41.3179721551663,2.46304014232099,Small states_2002
5838,Small states,2004,27.4149661368839,10.5405249525987,3.55017607305909,62.2083576712173,58.5622752438484,60.3393907336002,1.40131906698338,25670835.0,5044517.0,20.1276875928476,2571614.0,10.2607728750628,821608.0,35.4395260742825,0.161231744252798,1.74200321958946,2331788.0,14869160,0.742153202985364,2398618.0,11.0090775833824,42.077614799168,2.32293890325872,Small states_2004
5839,Small states,2005,27.1813520734738,10.4612697910122,3.50359860846809,62.3440957964501,58.7549139451887,60.5034401092719,1.38722016638727,26026946.0,7158308.0,27.4928304909487,2577793.5,10.1398793949996,822647.0,35.510121273992,0.163388594015659,1.79161495710355,2330105.0,14979235,0.740290641838541,2396935.0,11.1698597273513,42.4472029768687,2.2777578477412,Small states_2005
5841,Small states,2007,26.7237432475765,10.3536861681912,3.40718526280694,62.9082661996901,59.3664348213739,61.0903537237972,1.35082937251553,26729387.0,11722248.0,43.8922437882855,2690259.0,10.1420446994917,826595.1,35.4745859092187,0.157767007096461,1.80916064933532,2330105.0,15183060,0.694659755462098,2396935.0,11.4713229661324,43.1971242750909,2.22680072465116,Small states_2007
5842,Small states,2008,26.6110406916831,10.2358637250112,3.36512793210919,63.2913311567378,59.7469241722985,61.4715601293593,1.35354394771568,27091181.0,15168844.0,56.0385243418573,2738294.0,10.1846958829682,826156.9,35.4557798897475,0.154408094672446,1.79461605313134,2330105.0,15290664,0.70871089227073,2396935.0,11.6265923638634,43.5585067509977,2.20147931026031,Small states_2008
5844,Small states,2010,26.2286843654322,9.87706057034388,3.29932361203373,64.056621712782,60.5183338431665,62.2392630636736,1.37894289213203,27842722.0,21188873.0,76.7043738733107,2735636.0,9.90308670618244,828207.0,35.5437630493046,0.159074252879163,1.90015342853771,2330105.0,15512405,0.720608832133095,2396935.0,11.9491276144208,44.2855991006195,2.21949883391524,Small states_2010
5846,Small states,2012,25.7761201242613,9.53506595348079,3.23630044387541,64.7124757350807,61.2076119263421,62.9118252407717,1.52058598867346,28661236.0,26011855.0,91.5740749574523,2724763.0,9.59245894624943,827541.0,35.5151806463657,0.152477757450668,1.87491818932867,2330105.0,15759717,0.864009193637912,2396935.0,12.3004053465402,45.0138273650166,2.33431189904012,Small states_2012
5847,Small states,2013,25.5841657140915,9.43006892274186,3.20135002788677,64.9920301321295,61.5103474094397,63.2030657750453,1.44765215289388,29076151.0,27736127.0,96.2611515322879,2645464.0,9.18136158581955,827664.0,35.5246825087517,0.150242767472465,1.87441142966043,2329828.0,15878289,0.752373916359034,2396935.0,12.479956031089,45.3906792091567,2.29696208640237,Small states_2013
5849,New Caledonia,1981,26.2,7.2,3.256,70.475,62.85,66.569512195122,1.11528717976016,143000.0,0.0,0.0,13240.0,9.33275062382812,2650.0,14.4967177242888,0.048951048951049,0.382932166301969,18280.0,60881,0.210467545669282,18580.0,7.82275711159737,57.426,1.79142276878882,New Caledonia_1981
5852,New Caledonia,1984,25.2,5.6,3.09333333333333,71.9666666666667,65.1333333333333,68.4666666666667,0.620905754693224,145400.0,0.0,0.0,16720.0,11.2223803259323,2800.0,15.3172866520788,0.0481430536451169,0.382932166301969,18280.0,60294,-0.183928667665059,18580.0,7.95404814004376,58.532,1.1950426202448,New Caledonia_1984
5853,New Caledonia,1985,24.3,5.7,3.04666666666667,72.1333333333333,65.2666666666667,68.6162601626016,3.52449863229916,150616.0,0.0,0.0,18010.0,11.8934411073249,2900.0,15.8643326039387,0.0663940086046635,0.547045951859956,18280.0,62230,3.16046022862499,18580.0,8.23938730853392,58.683,3.78160476790122,New Caledonia_1985
5854,New Caledonia,1986,23.4,5.8,3.0,72.3,65.4,68.7658536585366,1.57043699700249,153000.0,0.0,0.0,18690.0,12.1419615537033,2780.0,15.2078774617068,0.065359477124183,0.547045951859956,18280.0,62984,1.20435273010396,18580.0,8.36980306345733,58.834,1.82738462465901,New Caledonia_1986
5855,New Caledonia,1987,23.6,6.35,3.025,73.05,65.95,69.4134146341463,0.651468102119367,154000.0,0.0,0.0,20312.0,12.9788308061929,2670.0,14.6061269146608,0.0584415584415584,0.492341356673961,18280.0,63163,0.283796079398072,18580.0,8.42450765864333,58.985,0.907925928549551,New Caledonia_1987
5857,New Caledonia,1989,24.4,6.4,3.09666666666667,73.6,66.9666666666667,70.2024390243903,1.87011115902105,159710.0,0.0,0.0,23958.0,14.7864244848081,2460.0,13.4573304157549,0.0563521382505792,0.492341356673961,18280.0,65024,1.49987317456294,18580.0,8.73687089715536,59.286,2.12516203094949,New Caledonia_1989
5858,New Caledonia,1990,25.0,5.9,3.14333333333333,73.4,67.4333333333333,70.3439024390244,2.77255263501098,164200.0,0.0,0.0,26643.0,16.1345606491855,2360.0,12.910284463895,0.0548112058465286,0.492341356673961,18280.0,66621,2.42634106442702,18580.0,8.98249452954048,59.427,3.00961523394898,New Caledonia_1990
5860,New Caledonia,1992,24.8,5.55,3.02,74.2,66.7,70.3585365853659,2.45009565948725,172167.0,0.0,0.0,31475.0,18.2698893648638,2290.0,12.527352297593,0.0522748261862029,0.492341356673961,18280.0,69473,2.175406446322,18580.0,9.41832603938731,59.648,2.63635308461382,New Caledonia_1992
5863,New Caledonia,1995,23.2,5.8,2.67666666666667,73.9,67.6,70.6731707317073,2.93670627911423,187111.0,0.0,0.0,41605.0,22.5009870039967,2310.0,12.636761487965,0.0374109485813234,0.382932166301969,18280.0,74884,2.66321558753468,18580.0,10.2358315098468,59.979,3.11961118554388,New Caledonia_1995
5865,New Caledonia,1997,21.95,5.2,2.645,74.2,69.9,71.9975609756098,2.0513539833103,197000.0,2060.0,1.06463799724021,45574.0,23.5533068379735,2350.0,12.855579868709,0.0355329949238579,0.382932166301969,18280.0,78406,1.77574278440404,18580.0,10.7768052516411,60.2,2.23398670120023,New Caledonia_1997
5866,New Caledonia,1998,22.0,5.0,2.7,74.3,69.3,71.7390243902439,2.3290119094183,201642.0,5198.0,2.62889048481232,47479.0,24.0125223794544,2380.0,13.019693654267,0.0347149899326529,0.382932166301969,18280.0,79453,1.32651968267912,18580.0,11.0307439824945,60.597,2.98631312544941,New Caledonia_1998
5868,New Caledonia,2000,21.35,5.2,2.65333333333333,77.0,70.9,73.8756097560976,2.03476724193274,209214.0,25450.0,12.3545488526532,50652.0,24.5887076025379,2430.0,13.2932166301969,0.0334585639584349,0.382932166301969,18280.0,80784,1.01773817807749,18580.0,11.4449671772429,61.387,2.67983085079567,New Caledonia_2000
5871,New Caledonia,2003,18.9,5.1,2.37,79.2,71.2,75.1024390243903,1.89881141880703,221490.0,80000.0,36.7444424030865,52000.0,23.8838875620062,2480.0,13.5667396061269,0.0225743825906361,0.273522975929978,18280.0,82924,0.863541261048454,18580.0,12.1165207877462,62.561,2.52352810616849,New Caledonia_2003
5872,New Caledonia,2004,18.2,5.0,2.3,78.6,72.1,75.2707317073171,1.89843031676078,225735.0,97113.0,43.8568047978612,51928.0,23.4509917265797,2490.0,13.6214442013129,0.0265798391919729,0.328227571115974,18280.0,83637,0.85614802405557,18580.0,12.3487417943107,62.949,2.51702139916388,New Caledonia_2004
5875,New Caledonia,2007,17.7,4.7,2.29,80.2,72.9,76.4609756097561,1.71981940180442,238459.0,155000.0,66.7191811189022,57800.0,24.8797978624035,2500.0,13.6761487964989,0.0293551511999966,0.382932166301969,18280.0,84324,-0.165888608319945,18580.0,13.0448030634573,64.638,2.76669930750469,New Caledonia_2007
5877,New Caledonia,2009,16.2,4.7,2.166,80.52,71.92,76.1151219512195,0.651749379851607,243985.0,196474.0,82.0593996550126,63006.0,26.3151080278496,2520.0,13.7855579868709,0.032788900957026,0.437636761487965,18280.0,83031,-1.27687534422942,18580.0,13.3471006564551,65.969,1.66140088287037,New Caledonia_2009
5878,New Caledonia,2010,16.3,4.8,2.2,80.74,72.04,76.2839024390244,0.651601173869136,245580.0,209595.0,86.2793607929987,67426.0,27.7557774795617,2510.0,13.7308533916849,0.0285039498330483,0.382932166301969,18280.0,81965,-1.29217051625692,18580.0,13.4343544857768,66.624,1.63974971325657,New Caledonia_2010
5879,New Caledonia,2011,16.7,4.8,2.193,78.827,72.968,75.8260487804878,1.78381581298798,250000.0,220811.0,89.6224921766871,72200.0,29.3044455899245,2510.0,13.7308533916849,0.028,0.382932166301969,18280.0,81817,-0.180728090124585,18580.0,13.6761487964989,67.273,2.7536565269126,New Caledonia_2011
5880,New Caledonia,2012,16.4,5.0,2.172,79.024,73.198,76.0399512195122,1.58733491562902,254000.0,227310.0,91.0018976243665,76196.0,30.504511862154,2510.0,13.7308533916849,0.0275590551181102,0.382932166301969,18280.0,81531,-0.350172995380361,18580.0,13.8949671772429,67.901,2.51648379003463,New Caledonia_2012
5881,New Caledonia,2013,16.1,5.2,2.149,79.218,73.43,76.2534146341464,1.56253179030808,258000.0,231000.0,91.2484446287847,80000.0,31.6011929450337,1840.0,10.0656455142232,0.024031007751938,0.339168490153173,18280.0,81247,-0.348941857211995,18580.0,14.1137855579869,68.509,2.45357675818403,New Caledonia_2013
5882,Trinidad and Tobago,1980,28.306,7.543,3.278,69.628,64.343,66.9210487804878,1.42139096715539,1069199.0,0.0,0.0,43794.0,4.095963426827,1060.0,20.6627680311891,0.0607931732072327,12.6705653021442,5130.0,951769,1.52933514018567,5130.0,208.420857699805,10.983,0.550777388754968,Trinidad and Tobago_1980
5883,Trinidad and Tobago,1981,28.625,7.572,3.284,69.827,64.43,67.0626829268293,1.49540476729486,1085308.0,0.0,0.0,43174.0,3.97804125649125,1010.0,19.6881091617934,0.0552838456917299,11.6959064327485,5130.0,967411,1.63010727195644,5130.0,211.561013645224,10.863,0.396895054997769,Trinidad and Tobago_1981
5884,Trinidad and Tobago,1982,28.774,7.6,3.281,69.999,64.495,67.1798780487805,1.57727449089285,1102562.0,0.0,0.0,45152.0,4.09518920477941,950.0,18.5185185185185,0.047162880636191,10.1364522417154,5130.0,985701,1.87296321697897,5130.0,214.924366471735,10.599,-0.882616758930042,Trinidad and Tobago_1982
5885,Trinidad and Tobago,1983,28.689,7.623,3.261,70.147,64.552,67.2812682926829,1.62366173147032,1120610.0,0.0,0.0,46779.0,4.17442285897859,880.0,17.1539961013645,0.0401567003685493,8.7719298245614,5130.0,1004728,1.9119073917226,5130.0,218.442495126706,10.341,-0.841276235176613,Trinidad and Tobago_1983
5886,Trinidad and Tobago,1984,28.334,7.637,3.218,70.276,64.614,67.3759512195122,1.59903694035789,1138673.0,0.0,0.0,66323.0,5.82458704123133,740.0,14.4249512670565,0.0333721797214828,7.40740740740741,5130.0,1023815,1.88189881196741,5130.0,221.963547758285,10.087,-0.887584920352627,Trinidad and Tobago_1984
5887,Trinidad and Tobago,1985,27.701,7.641,3.151,70.389,64.683,67.4664146341463,1.48435369717045,1155701.0,0.0,0.0,82733.0,7.15868550775676,740.0,14.4249512670565,0.0328804768707477,7.40740740740741,5130.0,1041992,1.75984195254181,5130.0,225.282846003899,9.839,-1.00540294857059,Trinidad and Tobago_1985
5888,Trinidad and Tobago,1986,26.805,7.635,3.06,70.489,64.764,67.5566829268293,1.30954886868839,1170935.0,0.0,0.0,118075.0,10.0838219030091,710.0,13.8401559454191,0.0298906429477298,6.82261208576998,5130.0,1058560,1.57752282145635,5130.0,228.252436647173,9.597,-1.18010605048843,Trinidad and Tobago_1986
5889,Trinidad and Tobago,1987,25.691,7.62,2.949,70.579,64.859,67.649243902439,1.11407240112474,1184053.0,0.0,0.0,141819.0,11.9774199296822,710.0,13.8401559454191,0.0295594876242871,6.82261208576998,5130.0,1073214,1.37483906099355,5130.0,230.80955165692,9.361,-1.37627948514188,Trinidad and Tobago_1987
5890,Trinidad and Tobago,1988,24.449,7.601,2.827,70.665,64.96,67.7429268292683,0.940621301808153,1195243.0,0.0,0.0,158848.0,13.2900171764235,710.0,13.8401559454191,0.0292827483616302,6.82261208576998,5130.0,1086129,1.19621144047912,5130.0,232.990838206628,9.129,-1.56854906942061,Trinidad and Tobago_1988
5892,Trinidad and Tobago,1990,21.905,7.568,2.574,70.842,65.159,67.9311951219512,0.722347223945611,1213625.0,0.0,0.0,158208.0,13.0359872283448,720.0,14.0350877192982,0.0296631990936245,7.01754385964912,5130.0,1108270,0.964601991897116,5130.0,236.574074074074,8.681,-1.7910870402514,Trinidad and Tobago_1990
5893,Trinidad and Tobago,1991,20.707,7.56,2.453,70.946,65.239,68.0229024390244,0.679854921711958,1221904.0,0.0,0.0,164931.0,13.4978688996844,770.0,15.009746588694,0.0294622163443282,7.01754385964912,5130.0,1117627,0.840744663089765,5130.0,238.187914230019,8.534,-1.02847800169516,Trinidad and Tobago_1991
5894,Trinidad and Tobago,1992,19.6,7.561,2.339,71.068,65.294,68.1105853658537,0.652744577443863,1229906.0,426.0,0.0346367933809576,173965.0,14.1445769026251,810.0,15.7894736842105,0.0325228106863451,7.79727095516569,5130.0,1122388,0.425087079259,5130.0,239.7477582846,8.742,3.06074554595398,Trinidad and Tobago_1992
5896,Trinidad and Tobago,1994,17.655,7.594,2.131,71.367,65.309,68.2641219512195,0.557961974494101,1244410.0,1679.0,0.13492337734348,192488.0,15.4682138523477,810.0,15.7894736842105,0.0321437468358499,7.79727095516569,5130.0,1130260,0.318220292293577,5130.0,242.575048732943,9.173,2.96331808288508,Trinidad and Tobago_1994
5897,Trinidad and Tobago,1995,16.841,7.628,2.04,71.537,65.272,68.3280975609756,0.473479735533184,1250316.0,2599.0,0.20786745110836,203817.0,16.301239046769,810.0,15.7894736842105,0.031991912444534,7.79727095516569,5130.0,1132849,0.228800391801093,5130.0,243.726315789474,9.395,2.86440700985334,Trinidad and Tobago_1995
5898,Trinidad and Tobago,1996,16.16,7.674,1.961,71.712,65.214,68.383756097561,0.374005003050471,1255001.0,6353.0,0.506214736083876,209310.0,16.6780743601001,760.0,14.8148148148148,0.0318724845637573,7.79727095516569,5130.0,1134245,0.123153268143228,5130.0,244.639571150097,9.622,2.76145376648585,Trinidad and Tobago_1996
5899,Trinidad and Tobago,1997,15.625,7.733,1.896,71.882,65.144,68.4308292682927,0.267688988296601,1258365.0,9534.0,0.757649807488288,219551.0,17.4473225177115,760.0,14.8148148148148,0.0317872795254159,7.79727095516569,5130.0,1134366,0.0106673202338092,5130.0,245.295321637427,9.854,2.65015203171929,Trinidad and Tobago_1997
5900,Trinidad and Tobago,1998,15.227,7.805,1.843,72.038,65.077,68.4726097560976,0.183561897672974,1260677.0,17140.0,1.35958695209003,243390.0,19.306293364597,710.0,13.8401559454191,0.0277628607486295,6.82261208576998,5130.0,1133462,-0.079723863351283,5130.0,245.746003898635,10.091,2.56050674253836,Trinidad and Tobago_1998
5901,Trinidad and Tobago,1999,14.951,7.886,1.801,72.173,65.024,68.5113170731707,0.147985478935291,1262544.0,26307.0,2.08365015397483,264070.0,20.9157067001229,660.0,12.8654970760234,0.0277218061311131,6.82261208576998,5130.0,1132085,-0.121560062056916,5130.0,246.109941520468,10.333,2.51804326720683,Trinidad and Tobago_1999
5903,Trinidad and Tobago,2001,14.716,8.072,1.753,72.38,64.996,68.5979512195122,0.252609835757434,1267980.0,161860.0,12.7651855707503,316767.0,24.9820186438272,670.0,13.0604288499025,0.0276029590372088,6.82261208576998,5130.0,1131330,0.0320912774154151,5130.0,247.169590643275,10.777,2.09721363719174,Trinidad and Tobago_2001
5905,Trinidad and Tobago,2003,14.812,8.275,1.744,72.522,65.105,68.7230487804878,0.421636109158381,1277723.0,262772.0,20.5656468577305,318189.0,24.9028153989558,600.0,11.6959064327485,0.0234792674155509,5.84795321637427,5130.0,1144597,0.620567230834941,5130.0,249.068810916179,10.419,-1.27260941929282,Trinidad and Tobago_2003
5907,Trinidad and Tobago,2005,15.054,8.485,1.758,72.657,65.323,68.9005609756098,0.505857742809494,1290379.0,651189.0,50.4649409204583,322338.0,24.9801027450075,550.0,10.7212475633528,0.0201491189797726,5.0682261208577,5130.0,1160412,0.697264669119285,5130.0,251.535867446394,10.072,-1.18707557952898,Trinidad and Tobago_2005
5908,Trinidad and Tobago,2006,15.168,8.593,1.769,72.734,65.459,69.0077804878049,0.506627265557349,1296933.0,924100.0,71.2527169869222,322300.0,24.8509367870198,540.0,10.5263157894737,0.0192762463442599,4.87329434697856,5130.0,1168511,0.695517425753931,5130.0,252.813450292398,9.902,-1.19588559345707,Trinidad and Tobago_2006
5911,Trinidad and Tobago,2009,15.297,8.939,1.796,73.024,65.879,69.3643658536586,0.48802890249118,1316449.0,1806120.0,137.196351700674,314792.0,23.9122062457414,540.0,10.5263157894737,0.0189904812111977,4.87329434697856,5130.0,1192597,0.668084510678784,5130.0,256.617738791423,9.408,-1.22937239799705,Trinidad and Tobago_2009
5912,Trinidad and Tobago,2010,15.245,9.067,1.8,73.137,66.002,69.482487804878,0.459953512075235,1322518.0,1846345.0,139.608307788627,303227.0,22.9280055167491,540.0,10.5263157894737,0.0189033343969609,4.87329434697856,5130.0,1200198,0.635326099157326,5130.0,257.800779727096,9.249,-1.24467427509897,Trinidad and Tobago_2010
5913,Trinidad and Tobago,2011,15.132,9.201,1.802,73.257,66.112,69.5973658536585,0.420808939652685,1328095.0,1894240.0,142.62835113452,293315.0,22.0853929877004,540.0,10.5263157894737,0.0188239546116806,4.87329434697856,5130.0,1207345,0.593719073299157,5130.0,258.887914230019,9.092,-1.29182690881248,Trinidad and Tobago_2011
5914,Trinidad and Tobago,2012,14.955,9.34,1.801,73.381,66.211,69.7085609756098,0.374797004319057,1333082.0,1826200.0,136.990822770092,292036.0,21.9068294373489,540.0,10.5263157894737,0.0187535350413553,4.87329434697856,5130.0,1213944,0.545082915658734,5130.0,259.860038986355,8.937,-1.34398074463522,Trinidad and Tobago_2012
