Development Status,Country,Year_x,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year,Year_y,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Emerging and Developing Economies,Uruguay,2003,16.014,9.404,2.205,78.861,71.491,75.08612195,0.022181273,3327500,513528,15.43284748,946533,28.4457701,148420,84.80173694,0.390683696,7.427722546,175020,247267,-3.494697289,176220,19.0121129,92.569,0.309936918,Uruguay_2003,2003,Uruguay,URY,37483122688,3323661,21.31,7.11,0.457,0.004,0.11,3.957,0,0,4.527,0.05,0,0,0.04,0,0.02
Emerging and Developing Economies,Uruguay,2004,15.829,9.391,2.188,79.051,71.727,75.29968293,-0.06279958,3325411,497530,14.9614589,938186,28.21263296,148420,84.80173694,0.390929121,7.427722546,175020,238498,-3.610779991,176220,19.00017712,92.828,0.216631895,Uruguay_2004,2004,Uruguay,URY,39270182912,3321486,21.88,7.46,0.267,0.004,0.194,5.1,0,8.88E-16,5.565,0.03,0,0,0.05,0,0.02
Emerging and Developing Economies,Uruguay,2005,15.65,9.374,2.171,79.24,71.964,75.51326829,-0.047794987,3323822,599768,18.04452826,996701,29.98659375,147400,84.21894641,0.39111601,7.427722546,175020,230075,-3.595558182,176220,18.99109816,93.078,0.221141522,Uruguay_2005,2005,Uruguay,URY,41988071424,3321799,22.04,7.5,0.264,0.004,0.183,5.276,0,8.88E-16,5.727,0.03,0,0,0.05,0,0.02
Emerging and Developing Economies,Uruguay,2006,15.479,9.356,2.155,79.425,72.197,75.72285366,0.040096394,3325155,1154923,34.73290719,1006001,30.25425882,147400,84.21894641,0.390959218,7.427722546,175020,222154,-3.503450765,176220,18.99871443,93.319,0.29867301,Uruguay_2006,2006,Uruguay,URY,43607982080,3325403,22.79,7.92,0.262,0.007,0.213,6.115,0,8.88E-16,6.597,0.03,0,0,0.05,0,0.02
Emerging and Developing Economies,Uruguay,2007,15.317,9.339,2.138,79.602,72.423,75.92495122,0.152117747,3330217,2330011,69.96574097,986867,29.63371456,145910,83.36761513,0.387962706,7.382013484,175020,214699,-3.413378786,176220,19.02763684,93.553,0.402572281,Uruguay_2007,2007,Uruguay,URY,46196531200,3331753,22.32,7.8,0.257,0.011,0.194,5.485,0,0.001,5.948,0.02,0,0,0.05,0,0.02
Emerging and Developing Economies,Uruguay,2008,15.166,9.325,2.122,79.768,72.638,76.11604878,0.244939053,3338384,3004323,89.9933321,965216,28.91267152,145530,83.15049709,0.401391811,7.656267855,175020,207681,-3.323379861,176220,19.07430008,93.779,0.486214942,Uruguay_2008,2008,Uruguay,URY,49262288896,3340221,22.82,7.93,0.251,0.004,0.172,7.775,0,0,8.202,0.02,0,0,0.07,0,0.03
Emerging and Developing Economies,Uruguay,2009,15.026,9.319,2.107,79.923,72.84,76.29512195,0.314447893,3348898,3507816,104.7453819,959286,28.64482585,147800,84.44749172,0.495984052,9.490343961,175020,201001,-3.269336543,176220,19.13437321,93.998,0.547703086,Uruguay_2009,2009,Uruguay,URY,50283110400,3349676,22.41,7.94,0.417,0.004,0.121,7.405,0,8.88E-16,7.947,0.04,0,0,0.07,0,0.03
Emerging and Developing Economies,Uruguay,2013,14.571,9.34,2.056,80.443,73.541,76.90782927,0.347174063,3395253,4995459,147.1306851,1010953,29.77548359,152590,87.18432179,0.51719268,10.03313907,175020,176451,-3.262143512,176220,19.39922866,94.803,0.548849927,Uruguay_2013,2013,Uruguay,URY,62296862720,3389436,21.19,8.25,0.333,0.011,0.099,7.05,0,0,7.492,0.02,0,0,0.06,0,0.02
Advanced Economy,Cyprus,1993,18.255,6.929,2.337,78.934,74.819,76.82631707,2.212746187,800660,9739,1.216371494,290852,36.32653061,1596,17.27272727,0.134389129,11.64502165,9240,259430,0.955481104,9250,86.65151515,67.598,2.821047011,Cyprus_1993,1993,Cyprus,CYP,12093020160,818750,0.56,0.37,0.747,0.074,0.002,4.888,0,0.048,5.759,0.13,0,0,0.05,0,0.03
Advanced Economy,Cyprus,1994,17.726,6.912,2.278,79.088,74.969,76.97826829,2.242056429,818814,15288,1.867090695,310990,37.98054259,1587,17.17532468,0.132752982,11.76406926,9240,263724,1.641618503,9250,88.61623377,67.792,2.528593563,Cyprus_1994,1994,Cyprus,CYP,12925316096,837104,0.58,0.37,0.784,0.065,0.002,5.107,0,0.043,6.001,0.13,0,0,0.06,0,0.03
Advanced Economy,Cyprus,1995,17.114,6.903,2.206,79.24,75.116,77.12770732,2.216542635,837166,22938,2.739958383,330364,39.46218552,1434,15.51948052,0.118733919,10.75757576,9240,268605,1.833879722,9250,90.60238095,67.915,2.397834458,Cyprus_1995,1995,Cyprus,CYP,14339872768,855391,0.59,0.37,0.751,0.048,0.002,5.028,0,0.043,5.872,0.12,0,0,0.05,0,0.03
Advanced Economy,Cyprus,1996,16.439,6.899,2.124,79.389,75.261,77.27465854,2.153395804,855389,44453,5.196816887,347343,40.60643754,1431,15.48701299,0.115853723,10.72510823,9240,273399,1.769036768,9250,92.5745671,68.038,2.334465811,Cyprus_1996,1996,Cyprus,CYP,14666458112,873426,0.6,0.38,0.811,0.043,0.001,5.326,0,0.041,6.222,0.13,0,0,0.06,0,0.03
Advanced Economy,Cyprus,1998,15.025,6.888,1.945,79.681,75.542,77.56102439,1.982741618,890733,91968,10.32497954,386013,43.3365554,1422,15.38961039,0.110134013,10.61688312,9240,282514,1.59882952,9250,96.39967532,68.283,2.16156898,Cyprus_1998,1998,Cyprus,CYP,16126405632,908710,0.62,0.37,0.74,0.062,0.001,5.767,0,0.037,6.607,0.11,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2000,13.758,6.858,1.781,79.967,75.81,77.83780488,1.9035977,925491,151649,16.38578873,424060,45.82000257,1442,15.60606061,0.109239312,10.94155844,9240,291280,1.516870871,9250,100.1613636,68.527,2.08171576,Cyprus_2000,2000,Cyprus,CYP,18206158848,943288,0.64,0.36,0.763,0.117,0.002,6.199,0,0.039,7.12,0.11,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2001,13.244,6.837,1.714,80.107,75.938,77.97165854,1.904617666,943287,218324,23.14502373,440091,46.65504772,1415,15.31385281,0.104316078,10.64935065,9240,295739,1.519230472,9250,102.0873377,68.648,2.081121546,Cyprus_2001,2001,Cyprus,CYP,19037272064,960274,0.66,0.38,0.745,0.127,0,6.081,0,0.041,6.994,0.1,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2002,12.828,6.814,1.658,80.245,76.061,78.10197561,1.910421989,961481,314355,32.69487385,434978,45.24041557,1400,15.15151515,0.101926091,10.60606061,9240,300280,1.523806411,9250,104.0563853,68.769,2.086495625,Cyprus_2002,2002,Cyprus,CYP,19867287552,976968,0.68,0.4,0.766,0.127,0,6.238,0,0.053,7.184,0.1,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2004,12.25,6.781,1.577,80.514,76.295,78.35304878,1.846849718,998142,551752,55.27790635,424104,42.4893452,1570,16.99134199,0.115214068,12.44588745,9240,313886,2.296417977,9250,108.024026,68.553,1.641295363,Cyprus_2004,2004,Cyprus,CYP,21687285760,1010410,0.67,0.39,0.808,0.137,0.001,6.777,0,0.078,7.801,0.09,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2005,12.068,6.775,1.549,80.646,76.41,78.47634146,1.755589633,1015820,658234,64.79829104,418365,41.18495403,1560,16.88311688,0.11124018,12.22943723,9240,320898,2.209345296,9250,109.9372294,68.41,1.546749244,Cyprus_2005,2005,Cyprus,CYP,22703857664,1027657,0.67,0.36,0.788,0.152,0.001,6.941,0,0.073,7.955,0.08,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2006,11.944,6.776,1.529,80.777,76.529,78.60119512,1.637016726,1032586,782503,75.78090348,420030,40.67748352,1670,18.07359307,0.119118408,13.31168831,9240,327660,2.085316977,9250,111.7517316,68.268,1.429322371,Cyprus_2006,2006,Cyprus,CYP,23948568576,1045508,0.67,0.36,0.821,0.151,0.001,7.128,0,0.082,8.183,0.08,0,0,0.06,0,0.03
Advanced Economy,Cyprus,2007,11.862,6.785,1.514,80.907,76.655,78.72914634,1.511682398,1048314,867785,82.77911008,408319,38.95006649,1570,16.99134199,0.109699956,12.44588745,9240,334150,1.961350856,9250,113.4538961,68.125,1.301979508,Cyprus_2007,2007,Cyprus,CYP,25336385536,1063708,0.67,0.37,0.812,0.119,0.001,7.484,0,0.086,8.502,0.07,0,0,0.07,0,0.03
Advanced Economy,Cyprus,2008,11.807,6.798,1.503,81.038,76.793,78.86373171,1.400130573,1063095,988312,92.9655393,409279,38.49881713,1472,15.93073593,0.103283338,11.88311688,9240,340382,1.847852238,9250,115.0535714,67.982,1.189955839,Cyprus_2008,2008,Cyprus,CYP,26560141312,1081568,0.68,0.36,0.818,0.111,0.001,7.702,0,0.082,8.714,0.07,0,0,0.07,0,0.03
Advanced Economy,Cyprus,2009,11.762,6.816,1.493,81.17,76.943,79.00495122,1.307756664,1077089,1016739,94.3969347,413323,38.37408051,1156,12.51082251,0.076502499,8.917748918,9240,346403,1.753432082,9250,116.5680736,67.839,1.097163268,Cyprus_2009,2009,Cyprus,CYP,26331576320,1098089,0.68,0.38,0.673,0.059,0.001,7.682,0,0.054,8.469,0.06,0,0,0.07,0,0.03
Advanced Economy,Cyprus,2013,11.542,6.908,1.465,81.711,77.662,79.63712195,1.111653496,1128994,1110935,98.40043437,373196,33.05562297,1249,13.51731602,0.081045603,9.902597403,9240,369621,1.555508456,9250,122.1854978,67.261,0.896320081,Cyprus_2013,2013,Cyprus,CYP,24831176704,1143866,0.69,0.34,0.752,0.001,0.001,5.814,0,0.013,6.581,0.05,0,0,0.05,0,0.02
Emerging and Developing Economies,Qatar,1993,21.499,2.092,3.796,76.391,74.947,75.65139024,0.918615107,489606,4233,0.864572738,105527,21.55345318,640,5.512489233,0.024509504,1.033591731,11610,30537,-6.374613537,11610,42.17105943,93.763,1.423156337,Qatar_1993,1993,Qatar,QAT,7619622912,501479,4.05,0.12,0.222,0,25.912,4.551,0,0,30.684,0.04,0,0.64,0.05,0,0.13
Emerging and Developing Economies,Qatar,1994,21.153,2.078,3.715,76.559,75.106,75.81478049,0.486960035,491996,4289,0.871755055,110300,22.41888145,650,5.598621878,0.026422979,1.119724376,11610,28521,-6.829840509,11610,42.37691645,94.203,0.955192056,Qatar_1994,1994,Qatar,QAT,8527819264,507044,4.63,0.15,0.19,0,25.915,4.199,0,0,30.304,0.03,0,0.63,0.05,0,0.13
Emerging and Developing Economies,Qatar,1996,20.666,2.063,3.59,76.881,75.401,76.12295122,1.214155802,501154,18469,3.685294341,122701,24.48369164,650,5.598621878,0.02594013,1.119724376,11610,25068,-6.179721333,11610,43.16571921,94.998,1.619048501,Qatar_1996,1996,Qatar,QAT,10961503232,522531,5.37,0.14,0.275,0,26.297,5.097,0,0,31.668,0.04,0,0.6,0.05,0,0.13
Emerging and Developing Economies,Qatar,2000,19.804,2.02,3.334,77.487,75.925,76.68695122,3.882460527,572155,84365,14.74513025,154904,27.07378245,660,5.684754522,0.022721116,1.119724376,11610,22285,-1.54068414,11610,49.28122308,96.105,4.108572799,Qatar_2000,2000,Qatar,QAT,25410875392,592467,9.15,0.15,0.468,0,24.286,9.258,0,0,34.012,0.07,0,0.51,0.09,0,0.13
Emerging and Developing Economies,Qatar,2001,19.421,1.995,3.241,77.633,76.046,76.82014634,3.695241705,593693,120856,20.35664898,160191,26.98212713,660,5.684754522,0.021896839,1.119724376,11610,21901,-1.738150852,11610,51.13634798,96.311,3.909340223,Qatar_2001,2001,Qatar,QAT,29107027968,615013,8.7,0.14,0.47,0,24.61,15.559,0.575,0,41.214,0.06,0,0.51,0.15,0.21,0.16
Emerging and Developing Economies,Qatar,2002,18.876,1.961,3.127,77.777,76.164,76.95082927,3.005615706,611808,177929,29.08248993,167446,27.36904388,663,5.710594315,0.021738846,1.145564169,11610,21377,-2.421672018,11610,52.69664083,96.506,3.20774898,Qatar_2002,2002,Qatar,QAT,34542092288,640872,8.68,0.15,0.498,0,24.992,14.638,0.575,0,40.703,0.06,0,0.51,0.14,0.2,0.16
Emerging and Developing Economies,Qatar,2004,17.311,1.866,2.853,78.058,76.386,77.20160976,4.728540054,660238,376535,57.03019214,184508,27.94568019,646,5.56416882,0.017569422,0.999138674,11610,20679,-0.737157345,11610,56.86804479,96.868,4.910347598,Qatar_2004,2004,Qatar,QAT,52481273856,753332,10.91,0.17,0.498,0,32.837,8.801,0.575,0,42.711,0.05,0,0.62,0.08,0.18,0.15
Emerging and Developing Economies,Qatar,2005,16.341,1.808,2.703,78.196,76.495,77.3247561,8.718263894,720383,490333,68.06559844,190876,26.49646091,646,5.56416882,0.016102545,0.999138674,11610,20855,0.847503508,11610,62.04849268,97.105,8.962694556,Qatar_2005,2005,Qatar,QAT,62263799808,865410,10.86,0.18,0.523,0,31.815,10.853,7.5,0,50.69,0.05,0,0.59,0.1,2.26,0.17
Emerging and Developing Economies,Qatar,2006,15.319,1.746,2.555,78.334,76.606,77.44892683,13.09337419,821159,716763,87.28674958,205386,25.01172124,636,5.478036176,0.014126375,0.999138674,11610,20948,0.444944877,11610,70.72859604,97.449,13.4469621,Qatar_2006,2006,Qatar,QAT,86333710336,1022704,11.68,0.21,0.553,0,36.087,18.672,7.885,7.11E-15,63.197,0.05,0,0.65,0.17,2.36,0.21
Emerging and Developing Economies,Qatar,2007,14.323,1.682,2.418,78.473,76.724,77.57717073,16.41040887,967602,919773,95.05695524,228327,23.59720216,650,5.598621878,0.013435276,1.119724376,11610,21732,3.674265227,11610,83.34211886,97.754,16.7229696,Qatar_2007,2007,Qatar,QAT,1.11749E+11,1218441,12.87,0.33,0.869,0,41.467,12.486,8.079,0,62.901,0.08,0,0.73,0.11,2.32,0.2
Emerging and Developing Economies,Qatar,2009,12.675,1.56,2.203,78.756,76.987,77.84992683,16.49350964,1359114,1429486,105.1777849,265865,19.56164089,660,5.684754522,0.010300828,1.20585702,11610,23635,3.667012902,11610,117.0640827,98.261,16.73600483,Qatar_2009,2009,Qatar,QAT,1.78712E+11,1654944,14.83,0.39,1.472,0,44.73,14.766,7.628,0.001,68.597,0.13,0,0.78,0.13,2.08,0.22
Emerging and Developing Economies,Qatar,2011,11.676,1.462,2.085,79.047,77.288,78.14604878,11.21527041,1749713,2186447,124.9603221,270000,15.43110213,660,5.684754522,0.008001312,1.20585702,11610,23534,-1.668671788,11610,150.7074074,98.655,11.40291824,Qatar_2011,2011,Qatar,QAT,2.96602E+11,2035862,19.23,0.44,1.769,0,66.681,10.124,1.074,0,79.648,0.13,0,1.05,0.09,0.3,0.23
Emerging and Developing Economies,Qatar,2012,11.393,1.426,2.055,79.195,77.447,78.29968293,8.812360741,1910902,2302225,120.4784442,309000,16.17037399,660,5.684754522,0.007326383,1.20585702,11610,22702,-3.599315771,11610,164.5910422,98.812,8.971369904,Qatar_2012,2012,Qatar,QAT,3.16628E+11,2196078,20.65,0.45,1.913,0,81.667,7.372,1.352,0,92.304,0.14,0,1.25,0.06,0.37,0.26
Emerging and Developing Economies,Qatar,2013,11.179,1.398,2.036,79.344,77.606,78.45380488,7.051511154,2050514,2601210,126.8564857,394407,19.23454314,657,5.658914729,0.006339874,1.119724376,11610,21612,-4.920431035,11610,176.6161929,98.946,7.187076571,Qatar_2013,2013,Qatar,QAT,3.37404E+11,2336579,21.4,0.48,1.858,0,69.088,10.326,1.425,1.42E-14,82.697,0.13,0,1.05,0.09,0.39,0.23
Advanced Economy,Italy,1994,9.7,9.7,1.25,81,74.6,77.72195122,0.061135853,56831821,1207175,2.120206352,24167000,42.44540097,159100,54.09540648,0.150443886,29.07075584,294110,18867028,-0.119433428,301340,193.2332155,66.802,0.150993201,Italy_1994,1994,Italy,ITA,1.57341E+12,57213540,48.09,25.07,13.791,54.772,92.794,255.512,4.07,4.858,425.797,2.33,0.64,2.26,2.77,1.72,1.85
Advanced Economy,Italy,1995,9.4,9.7,1.21,81.2,74.8,77.92195122,0.020372074,56843400,2240000,3.932290383,24542000,43.08315651,157020,53.38818809,0.146525366,28.3193363,294110,18836766,-0.160524994,301340,193.2725851,66.862,0.110149318,Italy_1995,1995,Italy,ITA,1.6302E+12,57174412,48.34,25.84,15.31,58.417,102.913,264.199,4.002,4.985,449.826,2.44,0.66,2.44,2.83,1.7,1.92
Advanced Economy,Italy,1997,9.3,9.7,1.2,81.8,75.4,78.52195122,0.028104408,56860281,6422000,11.27907186,25259000,44.36282719,153490,52.18795689,0.146534626,28.32953657,294110,18774128,-0.153449924,301340,193.329982,66.982,0.117720947,Italy_1997,1997,Italy,ITA,1.70519E+12,56903632,49.69,25.75,14.233,54.146,109.923,262.769,4.013,4.67,449.754,2.16,0.6,2.49,2.69,1.65,1.85
Advanced Economy,Italy,1999,9.4,10,1.21,82.1,76,78.97560976,0.028774016,56906744,20489000,36.04026526,25986120,45.70972999,154840,52.64696882,0.146362266,28.3193363,294110,18721181,-0.153440908,301340,193.4879603,67.102,0.118229703,Italy_1999,1999,Italy,ITA,1.78453E+12,56655628,49.67,26.4,15.277,53.94,129.051,260.378,3.109,4.67,466.425,2.23,0.62,2.79,2.58,1.39,1.9
Advanced Economy,Italy,2000,9.4,9.8,1.23,82.6,76.4,79.42439024,0.016820844,56916317,30296000,53.2698128,26502000,46.59877802,157990,53.71799667,0.150132694,29.0537554,294110,18690180,-0.165730443,301340,193.5205093,67.162,0.106198406,Italy_2000,2000,Italy,ITA,1.86375E+12,56692180,50.9,26.7,15.862,56.032,134.813,255.591,3.262,4.933,470.493,2.21,0.62,2.85,2.49,1.21,1.86
Advanced Economy,Italy,2005,9.7,9.4,1.33,83.8,77.9,80.77804878,0.647182705,57685327,62750000,107.6937662,25957000,44.54832016,148830,50.59835453,0.138319403,27.12653838,294140,18678509,0.280345353,301340,196.115207,67.62,0.82332128,Italy_2005,2005,Italy,ITA,2.02236E+12,58281212,49.76,25.7,17.403,71.265,165.66,239.416,2.557,5.959,502.26,1.81,0.62,3.07,2.16,0.77,1.7
Advanced Economy,Italy,2006,9.5,9.7,1.32,83.6,78,80.73170732,0.491389108,57969484,71500000,121.8642226,25049000,42.69338339,147360,50.09859251,0.134208543,26.4499898,294140,18702115,0.126300744,301340,197.0812674,67.738,0.665741727,Italy_2006,2006,Italy,ITA,2.07741E+12,58542616,49.21,20.67,17.474,70.787,162.585,237.474,2.591,5.981,496.892,1.67,0.58,2.95,2.12,0.78,1.62
Advanced Economy,Italy,2011,9.3,9.6,1.41,85,79.8,82.33658537,0.307591222,59277417,93666088,154.7970088,22536367,37.2446664,143228,48.69381927,0.118713,23.92398178,294140,18774936,-0.064272503,301340,201.5279017,68.327,0.480438951,Italy_2011,2011,Italy,ITA,2.08812E+12,59589072,46.59,16.28,12.583,65.439,153,186.434,2.615,4.207,424.278,0.94,0.44,2.4,1.64,0.74,1.23
Advanced Economy,Italy,2012,9,9.8,1.4,85.3,80.1,82.63658537,0.171978291,59379449,96040913,158.145883,22105471,36.39999996,139326,47.36724009,0.114517735,23.11824301,294140,18737779,-0.198103561,301340,201.8747841,68.444,0.343066345,Italy_2012,2012,Italy,ITA,2.02924E+12,59879468,47.28,16.75,10.071,66.959,147.714,172.402,2.528,3.773,403.447,0.73,0.45,2.27,1.5,0.69,1.15
Advanced Economy,Netherlands,1994,12.8,9,1.57,80,73.98,76.91658537,0.69699133,15290368,216000,1.420043747,7634000,50.1880276,19880,58.88625592,0.058010376,26.27369668,33760,4418916,-2.292483038,41530,452.9137441,71.1,1.938137949,Netherlands_1994,1994,Netherlands,NLD,4.57294E+11,15369121,28.16,16.04,0.463,34.655,78.7,55.004,0.619,1.347,170.788,0.08,0.4,1.92,0.6,0.26,0.74
Advanced Economy,Netherlands,1995,12.7,8.7,1.57,80.31,74.58,77.37512195,0.602938474,15382838,321000,2.095556871,7859000,51.30523816,19710,58.38270142,0.057531647,26.21445498,33760,4313040,-2.425142523,41530,455.6527844,71.962,1.808022817,Netherlands_1995,1995,Netherlands,NLD,4.74288E+11,15467852,27.45,15.65,0.428,34.701,81.003,54.318,0.552,1.298,172.3,0.07,0.39,1.92,0.58,0.23,0.73
Advanced Economy,Netherlands,1996,12.3,8.8,1.53,80.36,74.59,77.40463415,0.493927373,15459006,539000,3.495460441,8124000,52.6848249,19640,58.17535545,0.057054121,26.12559242,33760,4203458,-2.573547204,41530,457.9089455,72.809,1.664066361,Netherlands_1996,1996,Netherlands,NLD,4.94052E+11,15563252,26.8,15.59,0.316,33.336,90,56.05,0.496,1.255,181.453,0.05,0.37,2.04,0.58,0.21,0.75
Advanced Economy,Netherlands,1999,12.7,8.8,1.63,80.7,75.2,77.88292683,0.616640531,15707209,3351000,21.36015147,9337000,59.51648292,19730,58.44194313,0.057680521,26.83649289,33760,3887534,-2.552811843,41530,465.2609301,75.25,1.68142954,Netherlands_1999,1999,Netherlands,NLD,5.75704E+11,15835525,24.19,14.78,0.517,29.036,81.289,57.678,0.308,1.109,169.937,0.08,0.33,1.76,0.57,0.14,0.69
Advanced Economy,Netherlands,2000,12.7,8.9,1.65,80.5,75.3,77.83658537,0.665493187,15812088,6745460,42.76652187,9613000,60.94685533,19670,58.26421801,0.057803878,27.07345972,33760,3790157,-2.536758041,41530,468.3675355,76.03,1.696704929,Netherlands_2000,2000,Netherlands,NLD,6.03576E+11,15926188,23.18,14.32,0.469,30.337,81.326,57.508,0.351,1.094,171.085,0.07,0.34,1.72,0.56,0.13,0.68
Advanced Economy,Netherlands,2003,12.5,8.8,1.73,80.7,76,78.29268293,0.638291666,16148929,12100000,75.42527387,8026000,50.03002051,19490,57.73104265,0.056722028,27.13270142,33760,3373027,-5.323006207,41530,478.3450533,79.113,2.273314176,Netherlands_2003,2003,Netherlands,NLD,6.29606E+11,16200948,20.8,12.99,0.434,33.694,83.107,59.537,1.127,1.11,179.009,0.05,0.33,1.63,0.56,0.39,0.65
Advanced Economy,Netherlands,2004,12.3,8.7,1.75,80.9,76.2,78.49268293,0.471814399,16225302,13200000,81.81527264,7846000,48.63050221,19230,56.96090047,0.055838714,26.83649289,33760,3189732,-5.587366006,41530,480.6072867,80.341,2.01210346,Netherlands_2004,2004,Netherlands,NLD,6.461E+11,16287183,20.42,13.63,0.446,33.228,85.427,59.596,1.08,1.119,180.896,0.05,0.3,1.62,0.54,0.35,0.63
Advanced Economy,Netherlands,2006,11.5,8.4,1.71,81.6,77.2,79.34634146,0.233663148,16319868,15834000,97.12774476,7600000,46.61935456,19377,57.39632701,0.068076531,32.90876777,33760,2834761,-5.993261336,41540,483.4084123,82.63,1.593468804,Netherlands_2006,2006,Netherlands,NLD,6.9122E+11,16440092,18.4,13.54,0.4,30.441,80.277,58.69,1.147,1.143,172.098,0.04,0.25,1.45,0.52,0.34,0.56
Advanced Economy,Netherlands,2007,11.3,8.3,1.72,81.9,77.6,79.69756098,0.160613669,16346101,17296000,105.6191836,7450000,45.49392448,19196,56.86018957,0.0654468,31.68838863,33760,2674876,-5.805460614,41540,484.1854562,83.636,1.370736771,Netherlands_2007,2007,Netherlands,NLD,7.20938E+11,16506652,18.21,12.12,0.403,32.719,77.784,58.617,1.211,1.147,171.881,0.04,0.26,1.36,0.52,0.35,0.55
Advanced Economy,Netherlands,2009,11.2,8.2,1.77,82.3,78.3,80.25121951,0.389292461,16445593,20627000,124.9803611,7317200,44.3354001,19293,57.14751185,0.064856281,31.5936019,33760,2400728,-5.354312008,41540,487.1324941,85.402,1.404945288,Netherlands_2009,2009,Netherlands,NLD,7.13757E+11,16626379,18.14,8.56,0.416,29.238,81.913,55.794,1.127,1.051,169.539,0.04,0.22,1.42,0.51,0.31,0.54
Advanced Economy,Netherlands,2010,11.2,8.1,1.79,82.7,78.5,80.54878049,0.514284545,16530388,20149000,121.6632867,7256000,43.81303331,19174,56.8455381,0.063803705,31.26890009,33730,2274251,-5.412125727,41540,490.0796917,86.242,1.493063212,Netherlands_2010,2010,Netherlands,NLD,7.27959E+11,16682928,17.99,8.35,0.348,30.219,91.742,56.986,1.134,1.109,181.538,0.03,0.22,1.48,0.5,0.31,0.54
Advanced Economy,Netherlands,2011,11.1,8.2,1.79,82.7,78.8,80.70243902,0.512923101,16615394,19179000,115.4301505,7232000,43.52629691,19087,56.58760747,0.063736075,31.39638304,33730,2149866,-5.624525281,41540,492.5998814,87.061,1.458095899,Netherlands_2011,2011,Netherlands,NLD,7.44361E+11,16738191,17.48,8.21,0.351,29.405,79.945,56.4,0.977,1.193,168.271,0.03,0.2,1.25,0.5,0.28,0.49
Advanced Economy,Netherlands,2012,10.8,8.1,1.76,83.1,79.4,81.20487805,0.466428782,16693074,19829309,118.9791426,7133000,42.79918297,18948,56.17551141,0.06244506,30.90423955,33730,2030379,-5.718303948,41540,494.9028758,87.837,1.353807346,Netherlands_2012,2012,Netherlands,NLD,7.36498E+11,16791850,17.19,8.29,0.308,31.74,76.253,54.31,0.864,1.225,164.7,0.02,0.21,1.17,0.47,0.24,0.47
Advanced Economy,Israel,1994,21.3,6.6,2.8,79.1,75.3,77.15365854,2.658091779,5261000,64484,1.293391516,1958100,39.27470269,5770,26.66358595,0.065957042,16.03512015,21640,491062,1.581901941,22070,243.1146026,90.666,2.769545222,Israel_1994,1994,Israel,ISR,1.1459E+11,5105571,9.47,1.92,1.506,16.017,0.044,29.908,0,0,47.475,0.25,0.19,0,0.32,0,0.21
Advanced Economy,Israel,1996,21.1,6.3,2.9,79.5,75.5,77.45121951,2.668286957,5545000,445456,8.354980904,2342618,43.93818617,5730,26.47874307,0.062218215,15.94269871,21640,506480,1.590130722,22070,256.2384473,90.866,2.777310683,Israel_1996,1996,Israel,ISR,1.32362E+11,5424241,10.07,2.1,1.673,20.907,0.029,29.327,0,0,51.936,0.26,0.23,0,0.31,0,0.22
Advanced Economy,Israel,1997,21.3,6.1,2.9,80,76.3,78.10487805,2.616505943,5692000,1047582,19.09479005,2539117,46.28172882,5640,26.06284658,0.059030218,15.52680222,21640,515524,1.769902288,22070,263.0314233,90.943,2.701212771,Israel_1997,1997,Israel,ISR,1.37269E+11,5566551,10.14,2.13,1.719,23.047,0.029,30.07,0,0.001,54.866,0.26,0.26,0,0.31,0,0.23
Advanced Economy,Israel,1999,21.9,6.2,2.98,80.3,76.1,78.14878049,2.28687869,5971000,2147000,37.24716556,2807000,48.69715591,5620,25.97042514,0.056104505,15.4805915,21640,532971,1.561175563,22070,275.9242144,91.074,2.358287683,Israel_1999,1999,Israel,ISR,1.47073E+11,5824944,10.3,2.11,2.273,24.208,0.018,28.257,0,0,54.756,0.33,0.28,0,0.28,0,0.22
