Country_Year,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Angola_2013,591900.0,47.4773401780701,0.23534468991536,3.93037619314992,1246700.0,12138574,1.76112469014164,1246700.0,41.22,24.04,1.557,0.0,0.766,17.441,13.465,0.0,33.229,0.11,0.0,0.01,0.15,3.64,0.09
South Africa_1992,960050.0,79.1408716583271,0.359000395957956,10.6340007748807,1213090.0,17048822,0.977533348780484,1219090.0,64.05,19.04,3.429,259.668,3.517,34.753,0.0,5.68e-14,301.367,0.64,3.08,0.09,0.38,0.0,1.34
South Africa_1993,964730.0,79.526663314346,0.358755379661336,10.850802496105,1213090.0,17230705,1.06118562744357,1219090.0,66.04,19.59,3.587,289.723,3.924,23.156,0.0,0.001,320.391,0.65,3.4,0.1,0.25,0.0,1.41
South Africa_1994,969360.0,79.9083332646382,0.358277021094954,11.0676042173293,1213090.0,17417446,1.07793808792193,1219090.0,67.04,19.47,3.853,299.202,3.924,31.646,0.0,0.0,338.625,0.65,3.49,0.1,0.34,0.0,1.47
South Africa_1996,975200.0,80.3897484935165,0.345092024539877,11.1286054620844,1213090.0,17805077,1.10876469659773,1219090.0,67.96,20.38,4.381,324.11,3.532,31.65,0.0,0.0,363.673,0.69,3.58,0.08,0.33,0.0,1.51
South Africa_1997,978900.0,80.6947547172922,0.341247892794262,11.2522566338854,1213090.0,18013311,1.16273432524626,1219090.0,69.32,20.44,4.766,333.296,3.155,44.243,0.0,0.0,385.46,0.72,3.7,0.07,0.45,0.0,1.59
South Africa_1998,979450.0,80.7400934802859,0.334750010036392,11.2934736911523,1213090.0,18232970,1.21205090866596,1219090.0,69.85,20.97,4.249,325.821,2.656,44.587,0.0,0.0,377.313,0.65,3.72,0.06,0.45,0.0,1.56
South Africa_1999,979880.0,80.7755401495355,0.326971447492813,11.2934736911523,1213090.0,18465190,1.26558443015028,1219090.0,68.06,20.35,3.92,336.747,3.473,30.69,0.0,0.001,374.831,0.57,3.87,0.08,0.3,0.0,1.53
South Africa_2000,980580.0,80.8332440297092,0.320570428985438,11.3429341598727,1213090.0,18709918,1.31664196044087,1219090.0,65.91,19.91,3.871,337.883,3.199,33.302,0.0,5.68e-14,378.255,0.54,3.75,0.07,0.32,0.0,1.5
South Africa_2001,981250.0,80.888474886447,0.313909090909091,11.3857998994304,1213090.0,18967960,1.36974823526977,1219090.0,63.67,19.21,3.783,337.693,4.155,25.886,0.0,0.0,371.517,0.51,3.73,0.09,0.25,0.0,1.46
South Africa_2002,980130.0,80.796148678169,0.304722329932096,11.2811085739723,1213090.0,19145920,0.933839815092851,1219090.0,66.35,20.27,4.258,325.528,4.122,22.449,0.0,0.0,356.357,0.54,3.44,0.08,0.22,0.0,1.37
South Africa_2003,980280.0,80.8085137953491,0.299069592315317,11.2934736911523,1213090.0,19286394,0.731023510952645,1219090.0,69.05,19.28,4.515,357.445,2.47,39.744,0.0,0.0,404.173,0.53,3.49,0.05,0.37,0.0,1.48
South Africa_2004,979280.0,80.7260796808151,0.293045072939457,11.2110395766184,1213090.0,19284897,-0.007762249911483,1219090.0,70.39,19.0,4.39,384.086,6.364,54.238,0.0,0.001,449.079,0.48,3.52,0.12,0.49,0.0,1.57
South Africa_2005,976080.0,80.4622905143064,0.282861654789171,10.9637372330165,1213090.0,19281267,-0.0188247916526975,1219090.0,72.22,19.23,5.062,376.718,6.313,27.832,0.0,0.0,415.925,0.53,3.26,0.12,0.25,0.0,1.41
South Africa_2006,974830.0,80.359247871139,0.27655589401379,10.8606945898491,1213090.0,19276870,-0.0228071186066836,1219090.0,72.15,18.79,5.4,382.017,6.126,53.08,0.0,0.0,446.623,0.52,3.13,0.11,0.47,0.0,1.46
South Africa_2008,968900.0,79.8704135719526,0.25761472319666,10.3866984312788,1213090.0,19262812,-0.0411122314937167,1219090.0,76.22,19.93,4.989,418.3,8.119,63.234,0.0,0.0,494.642,0.44,3.16,0.14,0.56,0.0,1.54
South Africa_2010,969880.0,79.9511990041959,0.252075762266353,10.4361588999992,1213090.0,19241936,-0.0552286675650375,1219090.0,77.34,19.84,4.819,406.92,8.867,46.324,0.0,0.0,466.93,0.39,2.91,0.14,0.41,0.0,1.4
South Africa_2011,968910.0,79.871237913098,0.24624871045093,10.331467574541,1213090.0,19229413,-0.0651029962183701,1219090.0,77.32,19.75,4.433,400.483,8.801,60.232,0.0,0.0,473.949,0.33,2.71,0.14,0.53,0.0,1.38
South Africa_2013,963410.0,79.4178502831612,0.229555478250623,9.89209374407505,1213090.0,19199542,-0.0828946943896742,1219090.0,79.09,19.67,4.659,392.323,9.384,49.501,0.0,0.0,455.866,0.32,2.61,0.14,0.43,0.0,1.29
Austria_1993,34920.0,42.3529411764706,0.183146702677016,17.4166161309885,82450.0,2681522,1.10052397886095,83870.0,11.33,4.71,2.032,13.274,13.012,31.265,0.112,0.966,60.661,0.37,0.16,0.32,0.34,0.05,0.27
Austria_1996,34320.0,41.6252274105519,0.177900169068067,17.1497877501516,82450.0,2718311,0.153116581283796,83870.0,10.27,4.76,1.634,15.068,15.784,33.777,0.071,1.021,67.355,0.26,0.17,0.36,0.35,0.03,0.28
Austria_1998,34230.0,41.516070345664,0.176454915329878,17.0527592480291,82450.0,2725070,0.113308967752997,83870.0,9.67,4.7,1.599,13.706,15.706,34.66,0.142,1.074,66.887,0.24,0.16,0.35,0.35,0.06,0.28
Austria_2000,33900.0,41.1158277744087,0.17541831387216,17.0042449969679,82450.0,2733375,0.194564239266735,83870.0,9.28,4.66,1.712,15.753,15.255,32.163,0.165,1.091,66.139,0.24,0.17,0.32,0.31,0.06,0.26
Austria_2002,33760.0,40.9460278956944,0.172463251463233,16.8223165554882,82450.0,2750384,0.379867641698591,83870.0,9.05,4.47,1.736,16.737,16.06,36.057,0.167,1.186,71.943,0.22,0.18,0.33,0.35,0.06,0.28
Austria_2003,33740.0,40.9217707701637,0.171369384915065,16.7980594299576,82450.0,2763544,0.47733757088114,83870.0,8.9,4.48,1.754,18.023,17.258,39.082,0.184,1.15,77.451,0.21,0.18,0.34,0.37,0.06,0.28
Austria_2005,32620.0,39.5633717404488,0.16960422987565,16.8101879927229,82450.0,2793341,0.602850031287759,83870.0,8.63,3.97,1.797,17.862,18.691,39.393,0.16,1.165,79.068,0.19,0.15,0.35,0.35,0.05,0.27
Austria_2006,32630.0,39.5755003032141,0.168574237505422,16.8223165554882,82450.0,2811943,0.663733302051633,83870.0,8.49,3.96,1.954,17.865,17.487,38.132,0.18,1.178,76.796,0.19,0.15,0.32,0.34,0.05,0.25
Austria_2007,32410.0,39.3086719223772,0.167258440655484,16.7738023044269,82450.0,2825477,0.480149642974074,83870.0,8.33,3.87,2.131,17.455,16.486,36.624,0.185,1.216,74.097,0.19,0.14,0.29,0.33,0.05,0.24
Austria_2010,31680.0,38.4424031355799,0.163891802720174,16.6365324175758,82409.0,2856992,0.32186941166086,83879.0,8.11,3.78,1.622,15.501,18.77,34.801,0.184,1.122,72.0,0.13,0.11,0.3,0.31,0.05,0.22
Austria_2012,28690.0,34.8141586477205,0.162142479104974,16.5394556419809,82409.0,2870040,0.177890846511658,83879.0,7.77,3.83,1.673,14.687,16.937,32.649,0.184,1.133,67.263,0.12,0.1,0.26,0.28,0.05,0.19
Austria_2013,31600.0,38.345326359985,0.160735640168536,16.442378866386,82409.0,2877662,0.265219194308943,83879.0,7.63,3.85,1.656,14.96,16.324,33.468,0.191,1.16,67.759,0.12,0.1,0.25,0.29,0.05,0.19
Japan_1993,56150.0,15.4004388370817,0.0379460512440734,12.9292375205705,364600.0,27814873,-0.361780378241726,377800.0,37.97,27.22,41.224,317.584,131.217,671.911,0.212,10.191,1172.339,7.42,3.72,3.22,7.3,0.09,5.14
Japan_1995,55330.0,15.1755348326934,0.0372916349901169,12.7811300054855,364600.0,27640124,-0.267791146343648,377800.0,37.43,28.45,42.142,335.138,142.649,709.194,0.521,9.976,1239.62,6.73,3.8,3.38,7.6,0.22,5.29
Japan_1996,54430.0,14.9286889742183,0.0369103707778283,12.6988480526605,364600.0,27576510,-0.230416175476208,377800.0,36.51,29.43,42.56,343.97,148.448,706.12,0.571,9.862,1251.531,6.66,3.8,3.37,7.35,0.24,5.18
Japan_1998,53540.0,14.6886145404664,0.0362357345092037,12.5349794238683,364500.0,27397052,-0.32074226381439,377800.0,34.67,28.44,35.363,327.323,156.33,676.069,0.499,9.41,1204.994,5.4,3.74,3.48,6.86,0.22,4.98
Japan_1999,53100.0,14.5679012345679,0.0358753263191203,12.4417009602195,364500.0,27307088,-0.328911417324428,377800.0,34.41,22.23,35.01,345.193,165.804,685.548,0.539,9.517,1241.611,5.11,3.97,3.59,6.8,0.24,5.06
Japan_2001,52580.0,14.4252400548697,0.0352644439189722,12.2743484224966,364500.0,27088014,-0.414842493514836,377800.0,33.01,21.62,34.374,381.113,169.623,654.633,0.548,9.475,1249.766,4.6,4.21,3.55,6.31,0.2,4.91
Japan_2002,47930.0,13.1495198902606,0.0349511203391297,12.1920438957476,364500.0,25442515,-6.26697485761879,377880.0,32.86,21.65,32.417,398.258,173.419,665.588,0.525,8.913,1279.12,4.11,4.21,3.52,6.42,0.18,4.91
Japan_2003,47630.0,13.0672153635117,0.0346737808466397,12.1234567901235,364500.0,23389981,-8.4113825365677,377890.0,32.65,21.76,31.935,411.672,178.652,655.73,0.506,8.973,1287.468,3.77,4.02,3.51,6.15,0.18,4.7
Japan_2004,47360.0,12.9931412894376,0.0344274103885122,12.0631001371742,364500.0,21461733,-8.6036279447928,377900.0,32.47,22.34,31.276,419.646,177.565,644.611,0.478,9.286,1282.862,3.45,3.85,3.37,5.85,0.15,4.48
Japan_2005,47140.0,12.9327846364883,0.0342749352306259,12.0137174211248,364500.0,19624090,-8.951359566825,377910.0,32.1,21.98,32.28,430.174,176.001,641.72,0.508,9.688,1290.371,3.36,3.72,3.26,5.78,0.15,4.36
Japan_2006,46920.0,12.8724279835391,0.0341230150344752,11.9615912208505,364500.0,17916330,-9.10453057011848,377910.0,31.97,21.87,31.991,427.283,192.654,604.922,0.553,9.959,1267.362,3.05,3.5,3.49,5.4,0.17,4.14
Japan_2009,46280.0,12.6968449931413,0.033734249910966,11.8189300411523,364500.0,14163655,-7.82110222136198,377940.0,30.55,20.28,25.308,411.06,202.177,515.912,0.501,8.255,1163.213,2.16,3.15,3.51,4.69,0.14,3.68
Japan_2011,45930.0,12.6008230452675,0.0335973682134797,11.7475994513032,364500.0,12079755,-7.98301553042508,377950.0,30.59,19.31,24.983,430.265,247.923,552.341,0.477,8.877,1264.866,1.86,2.91,3.89,4.87,0.13,3.67
Japan_2012,45610.0,12.5130315500686,0.0332818856718407,11.6707818930041,364500.0,11186568,-7.68171379758825,377955.0,30.5,18.76,25.625,449.801,257.022,564.169,0.49,8.903,1306.01,1.86,3.01,3.95,4.91,0.13,3.73
Japan_2013,45490.0,12.4780557384244,0.0332859081003672,11.6469168312486,364560.0,10329929,-7.96683629451328,377960.0,30.22,19.34,26.805,480.985,256.491,541.441,0.438,9.183,1315.343,1.86,3.2,3.91,4.67,0.12,3.73
United States_1995,4211390.0,45.9810939233275,0.691452003982883,19.8645916130216,9158960.0,60847887,-0.433368846491766,9629090.0,658.8,257.15,37.075,1942.302,1194.544,2180.865,39.41,27.306,5421.502,5.92,22.01,28.34,23.37,16.77,23.12
United States_1998,4148850.0,45.2982653052312,0.651338494885516,19.3899744075747,9158960.0,59962727,-0.473417401349692,9629090.0,636.24,254.87,39.461,2094.976,1200.762,2330.846,35.863,29.142,5731.05,6.03,23.91,26.75,23.66,15.49,23.68
United States_1999,4145880.0,45.2658380427472,0.640853494964728,19.3015364189821,9158960.0,59647910,-0.526404231035566,9629090.0,624.01,253.31,40.239,2100.317,1204.715,2394.437,35.834,29.127,5804.669,5.87,24.16,26.06,23.77,16.0,23.67
United States_2000,4138870.0,45.1893009686689,0.628469036697248,19.1471520784019,9158960.0,59318323,-0.554086373778248,9629090.0,619.46,252.16,41.445,2179.839,1257.599,2469.14,36.182,26.303,6010.508,5.78,24.19,26.56,24.01,13.42,23.82
United States_2001,4143990.0,45.2305848555761,0.621514394417334,19.1409660857113,9161920.0,59093274,-0.380113564334052,9632030.0,611.81,246.2,41.613,2115.06,1204.741,2481.985,35.931,25.552,5904.882,5.56,23.34,25.19,23.92,13.22,23.2
United States_2002,4149440.0,45.2900702036254,0.615505643412982,19.1444588033949,9161920.0,59176653,0.140997827475435,9632030.0,605.54,247.74,43.164,2119.322,1244.766,2476.57,36.572,26.377,5946.771,5.47,22.41,25.28,23.88,12.75,22.84
United States_2003,4130640.0,45.0848730397122,0.601397249649129,18.8799945862876,9161920.0,59224903,0.0815023117954436,9632030.0,605.88,254.74,43.349,2158.577,1211.115,2537.209,36.43,25.157,6011.837,5.11,21.06,23.76,23.79,12.63,21.97
United States_2004,4139250.0,45.1788489748874,0.591621188104498,18.7334095910028,9161920.0,59231337,0.010863083289361,9632030.0,605.31,255.76,45.886,2190.331,1217.622,2596.286,36.825,27.057,6114.007,5.06,20.1,23.12,23.57,11.83,21.36
United States_2005,4115210.0,44.9164585589047,0.570536124657143,18.2337326673885,9161920.0,59272576,0.0695993923250513,9632030.0,607.07,257.76,46.194,2214.837,1199.296,2608.477,37.244,28.473,6134.521,4.81,19.14,22.23,23.49,11.21,20.72
United States_2007,4092148.0,44.6647427613426,0.537708114881407,17.511755177954,9161920.0,59380586,0.108670280303657,9632030.0,613.66,270.59,45.509,2208.712,1257.55,2551.51,38.375,29.348,6131.004,4.05,17.24,22.04,22.69,11.01,19.47
United States_2010,4116396.0,45.0006231265209,0.52331975044529,17.5502600733322,9147420.0,59495270,0.0141332145804876,9831510.0,628.18,254.67,31.449,2013.304,1308.832,2250.504,41.343,30.355,5675.787,2.52,14.41,21.09,19.9,11.26,17.02
United States_2012,4112625.0,44.9593983877421,0.514029084117813,17.5090353345533,9147420.0,59387637,-0.150798123324184,9831510.0,644.28,257.37,35.27,1684.036,1388.255,2152.124,48.883,30.13,5338.698,2.56,11.26,21.33,18.72,13.41,15.26
United States_2013,4087065.0,44.6799753373082,0.4941717238895,16.9564204988948,9147420.0,59297017,-0.152707219604159,9831510.0,646.78,260.52,36.369,1740.833,1427.506,2184.125,54.647,30.777,5474.257,2.53,11.57,21.79,18.85,14.78,15.52
Brazil_1992,2449410.0,29.305682843312,0.341746898177636,6.22124061094933,8358140.0,38510061,-1.32904681756873,8515770.0,302.35,116.19,9.77,41.203,7.983,163.252,7.445,3.948,233.601,1.83,0.49,0.2,1.78,3.14,1.04
Afghanistan_1992,380300.0,58.2513862083755,0.627178324717098,12.1159207180713,652860.0,10266581,6.89547039933328,652860.0,7.13,2.89,0.046,0.022,0.363,0.927,0.022,0.0,1.379,0.01,0.0,0.01,0.01,0.01,0.01
Afghanistan_1995,378130.0,57.9190025426585,0.467272768522303,11.7988542719726,652860.0,13276704,7.91621852955757,652860.0,7.83,2.88,0.047,0.015,0.322,0.824,0.022,2.22e-16,1.23,0.01,0.0,0.01,0.01,0.01,0.01
Afghanistan_1996,377530.0,57.8270992249487,0.435173901529921,11.7222681738811,652860.0,14111593,6.0985737673306,652860.0,8.67,3.12,0.047,0.007,0.308,0.78,0.022,0.001,1.165,0.01,0.0,0.01,0.01,0.01,0.0
Afghanistan_1998,377900.0,57.8837729375364,0.404022327477735,11.7712832766596,652860.0,15149265,2.86010950323045,652860.0,9.96,3.72,0.047,0.004,0.265,0.691,0.022,0.0,1.029,0.01,0.0,0.01,0.01,0.01,0.0
Afghanistan_2000,377530.0,57.8270992249487,0.382897524104457,11.7222681738811,652860.0,15795782,2.09311028501588,652860.0,9.56,3.48,0.01,0.004,0.224,0.498,0.022,0.0,0.758,0.0,0.0,0.0,0.0,0.01,0.0
Afghanistan_2002,377530.0,57.8270992249487,0.35989687359558,11.768219832736,652860.0,16737515,3.18851694761522,652860.0,10.2,3.56,0.011,0.055,0.546,0.44,0.0,2.22e-16,1.052,0.0,0.0,0.01,0.0,0.0,0.0
Afghanistan_2004,379100.0,58.123668031216,0.336215273292576,11.9160418870644,652230.0,17975806,3.61802781734231,652230.0,10.5,3.67,0.01,0.092,0.227,0.561,0.0,0.0,0.889,0.0,0.0,0.0,0.01,0.0,0.0
Afghanistan_2005,379110.0,58.125201232694,0.325413359484088,11.9835027520967,652230.0,18599587,3.41126335141031,652230.0,10.73,3.82,0.006,0.106,0.33,0.861,0.0,0.0,1.303,0.0,0.0,0.01,0.01,0.0,0.0
Afghanistan_2006,379100.0,58.123668031216,0.313947368262274,11.9666375358386,652230.0,19168962,3.01530323151333,652230.0,11.18,3.66,0.012,0.161,0.329,1.133,0.0,0.0,1.635,0.0,0.0,0.01,0.01,0.0,0.01
Afghanistan_2009,379100.0,58.123668031216,0.288322847010918,11.9497723195805,652230.0,20559067,2.0879864142173,652230.0,13.39,4.16,0.013,1.513,0.271,4.943,0.0,8.88e-16,6.74,0.0,0.01,0.0,0.04,0.0,0.02
Afghanistan_2010,379100.0,58.123668031216,0.281252613171695,11.9482391181025,652230.0,20971495,1.98620745151596,652230.0,15.2,4.58,0.015,2.246,0.271,5.866,0.0,0.0,8.398,0.0,0.02,0.0,0.05,0.0,0.03
Afghanistan_2012,379100.0,58.123668031216,0.267681550003642,11.9451727151465,652230.0,21807572,1.94891376371708,652230.0,15.63,4.72,0.029,3.125,0.308,6.756,0.0,0.001,10.219,0.0,0.02,0.0,0.06,0.0,0.03
Afghanistan_2013,379100.0,58.0675795729559,0.261194340123179,11.9321140826517,652860.0,22228823,1.91325311694529,652860.0,15.82,4.77,0.036,3.327,0.297,4.782,0.0,0.0,8.441,0.0,0.02,0.0,0.04,0.0,0.02
Kuwait_1994,1420.0,7.9685746352413,0.0025763448526815,0.280583613916947,17820.0,35636,-2.502583742890752,17820.0,16.55,0.33,0.405,0.0,14.583,39.278,0.96,0.0,55.226,0.07,0.0,0.36,0.43,0.41,0.24
Kuwait_1995,1420.0,7.9685746352413,0.0028643427485667,0.280583613916947,17820.0,33338,-1.9260404395965227,17820.0,16.69,0.36,0.784,0.0,17.811,35.035,0.96,7.11e-15,54.59,0.13,0.0,0.42,0.38,0.41,0.23
Kuwait_1996,1420.0,7.9685746352413,0.0031523406444519,0.280583613916947,17820.0,31040,-1.3494971363022934,17820.0,16.99,0.4,0.798,0.0,17.855,30.301,0.96,0.0,49.914,0.12,0.0,0.41,0.32,0.4,0.21
Kuwait_1997,1430.0,8.02469135802469,0.0037849062983364,0.336700336700337,17820.0,30801,-0.772953833008064,17820.0,17.54,0.41,0.792,0.0,17.792,35.105,0.982,0.0,54.671,0.12,0.0,0.4,0.36,0.4,0.22
Kuwait_1998,1430.0,8.02469135802469,0.00366748390433,0.336700336700337,17820.0,31558,2.42799656285399,17820.0,17.11,0.44,0.528,0.0,17.981,32.092,0.96,0.0,51.56,0.08,0.0,0.4,0.33,0.41,0.21
Kuwait_1999,1430.0,8.02469135802469,0.0034838997380107,0.336700336700337,17820.0,32980,4.40741945179756,17820.0,15.89,0.48,0.559,0.0,16.456,35.928,0.879,0.001,53.823,0.08,0.0,0.36,0.36,0.39,0.22
Kuwait_2000,1440.0,8.08080808080808,0.003849527470503,0.392817059483726,17820.0,34568,4.70270814981792,17820.0,17.3,0.49,0.459,0.0,20.686,31.277,0.964,0.0,53.385,0.06,0.0,0.44,0.3,0.36,0.21
Kuwait_2002,1510.0,8.47362514029181,0.0065636543195914,0.729517396184063,17820.0,37077,3.02837730093826,17820.0,16.15,0.53,0.588,0.0,18.151,38.798,0.443,0.001,57.981,0.07,0.0,0.37,0.37,0.15,0.22
Kuwait_2003,1510.0,8.47362514029181,0.0058587113178585,0.673400673400673,17820.0,38056,2.60619278542724,17820.0,18.59,0.55,0.678,0.0,21.152,37.296,0.498,7.11e-15,59.624,0.08,0.0,0.42,0.35,0.17,0.22
Kuwait_2004,1510.0,8.47362514029181,0.0056701315895788,0.673400673400673,17820.0,39004,2.46054458428921,17820.0,19.8,0.56,0.938,0.0,22.764,38.926,0.48,0.001,63.109,0.1,0.0,0.43,0.35,0.15,0.22
Kuwait_2005,1500.0,8.41750841750842,0.0050080447409611,0.617283950617284,17820.0,40151,2.89831417099829,17820.0,20.86,0.6,0.747,0.0,25.527,44.888,0.004,0.0,71.166,0.08,0.0,0.47,0.4,0.0,0.24
Kuwait_2006,1500.0,8.41750841750842,0.004790285649088,0.617283950617284,17820.0,41632,3.62217556472392,17820.0,21.39,0.63,0.776,0.0,26.234,45.881,0.498,0.001,73.39,0.07,0.0,0.48,0.41,0.15,0.24
Kuwait_2010,1510.0,8.47362514029181,0.0039296839200842,0.628507295173962,17820.0,49934,4.41996433343935,17820.0,20.14,0.75,0.717,0.0,28.132,60.005,0.418,0.0,89.272,0.06,0.0,0.45,0.53,0.11,0.27
Kuwait_2012,1520.0,8.5297418630752,0.0035203323193709,0.617283950617284,17820.0,53776,3.42760998492634,17820.0,23.36,0.82,0.835,0.0,34.731,64.072,0.436,0.0,100.074,0.06,0.0,0.53,0.56,0.12,0.29
Ireland_1992,44420.0,64.4796051676586,0.291152116370304,14.9368558571636,68890.0,1518095,0.249504895781856,70280.0,15.78,9.85,0.753,13.765,4.517,14.024,0.0,0.435,33.494,0.14,0.16,0.11,0.15,0.0,0.15
Ireland_1993,44130.0,64.0586442154159,0.281865879053403,14.5594425896357,68890.0,1520695,0.171120783894276,70280.0,15.91,10.18,0.729,13.196,5.221,13.991,0.0,0.579,33.716,0.13,0.15,0.13,0.15,0.0,0.15
Ireland_1994,44040.0,63.9280011612716,0.286052947477827,14.8497604877341,68890.0,1520483,-0.0139419659318426,70280.0,15.94,10.37,0.859,12.557,5.152,15.777,0.0,0.493,34.838,0.14,0.15,0.13,0.17,0.0,0.15
Ireland_1995,43900.0,63.7247786326027,0.282420887336348,14.7191174335898,68890.0,1518661,-0.119902197347923,70280.0,16.0,10.35,0.879,12.668,5.528,16.077,0.0,0.7,35.852,0.14,0.14,0.13,0.17,0.0,0.15
Ireland_1996,43890.0,63.7102627376978,0.285410191249767,14.9513717520685,68890.0,1518600,-0.0040167769584624,70280.0,15.98,10.22,0.983,13.074,6.179,16.533,0.0,0.7,37.469,0.15,0.14,0.14,0.17,0.0,0.16
Ireland_1998,44310.0,64.3199303237045,0.281696197591239,15.0239512265931,68890.0,1528639,0.401356746509044,70280.0,16.43,10.75,1.059,11.893,6.721,20.501,0.0,0.534,40.708,0.16,0.14,0.15,0.21,0.0,0.17
Ireland_1999,44160.0,64.1021919001306,0.292240463533777,15.7497459718392,68890.0,1535385,0.440336687976715,70280.0,16.49,10.72,1.166,10.289,7.19,23.185,0.038,0.572,42.44,0.17,0.12,0.16,0.23,0.02,0.17
Ireland_2000,44180.0,64.1312236899405,0.286567596661967,15.6191029176949,68890.0,1543367,0.518522952421342,70280.0,16.97,10.61,1.701,11.107,8.209,23.657,0.0,0.575,45.249,0.24,0.12,0.17,0.23,0.0,0.18
Ireland_2002,44100.0,64.0150965307011,0.307275047119387,17.244883147046,68890.0,1569888,0.980787223877555,70280.0,16.97,10.68,1.86,11.315,8.633,23.796,0.0,0.477,46.081,0.24,0.12,0.18,0.23,0.0,0.18
Ireland_2004,43700.0,63.4344607345043,0.295757234855015,17.1577877776165,68890.0,1601606,0.942611959089625,70280.0,16.6,9.76,2.295,10.207,8.757,24.455,0.0,0.452,46.166,0.25,0.09,0.17,0.22,0.0,0.16
Ireland_2005,43050.0,62.4909275656844,0.296049738321513,17.4916533604297,68890.0,1619883,1.1347048588372,70280.0,16.12,9.51,2.357,11.16,8.4,25.776,0.0,0.463,48.156,0.25,0.1,0.16,0.23,0.0,0.16
Ireland_2007,42600.0,61.837712294963,0.269762059568984,16.7368268253738,68890.0,1677513,2.0105228107548,70280.0,15.43,9.18,2.374,9.671,10.208,24.828,0.0,0.583,47.664,0.21,0.08,0.18,0.22,0.0,0.15
Ireland_2008,42760.0,62.0699666134417,0.240967032527367,15.3868485992161,68890.0,1714488,2.18021543101413,70280.0,15.2,9.14,2.107,9.644,10.772,24.387,0.0,0.457,47.367,0.19,0.07,0.18,0.22,0.0,0.15
Ireland_2010,41890.0,60.8070837567136,0.240112449356448,15.8078095514588,68890.0,1742990,0.312998293475565,70280.0,14.42,8.94,1.105,8.427,11.365,20.275,0.0,0.622,41.794,0.09,0.06,0.18,0.18,0.0,0.13
Ireland_2011,45680.0,66.3086079256786,0.22170299035888,14.675569748875,68890.0,1740155,-0.162783956799371,70280.0,14.43,8.82,0.966,8.354,9.85,18.365,0.0,0.562,38.097,0.07,0.06,0.15,0.16,0.0,0.11
Pakistan_1993,260600.0,33.8055209630552,0.175631033778588,26.7227065172271,770880.0,80840713,2.28191232702811,796100.0,77.96,30.56,3.379,8.464,26.949,38.384,0.0,0.0,77.176,0.61,0.1,0.66,0.42,0.0,0.34
Pakistan_1996,265500.0,34.4411581569116,0.165633199643567,27.2208385222084,770880.0,86356683,2.21766645545699,796100.0,84.74,36.0,3.602,9.357,30.403,50.177,0.0,0.0,93.539,0.56,0.1,0.69,0.52,0.0,0.39
Pakistan_2000,268800.0,34.8692403486924,0.15104524031864,27.5451432129514,770880.0,94365998,2.0783053096581,796100.0,93.46,39.91,3.989,8.189,36.369,55.392,1.48,0.001,105.42,0.56,0.09,0.77,0.54,0.55,0.42
Pakistan_2001,269500.0,34.9600456621005,0.148033802822228,27.6203819012038,770880.0,96144510,1.86715545314425,796100.0,94.86,40.34,4.414,8.042,37.856,55.088,1.726,0.0,107.126,0.59,0.09,0.79,0.53,0.63,0.42
Pakistan_2002,271600.0,35.2324616023246,0.146319127778387,27.8746367787464,770880.0,97739262,1.64509690482471,796100.0,97.46,41.52,4.395,10.08,44.77,53.659,0.0,0.0,112.904,0.56,0.11,0.91,0.52,0.0,0.43
Pakistan_2004,272300.0,35.3232669157327,0.141569372003698,27.9913864674139,770880.0,100498110,1.32825394579356,796100.0,105.41,44.09,5.941,16.906,60.778,46.335,0.0,0.0,129.96,0.66,0.16,1.15,0.42,0.0,0.45
Pakistan_2006,270600.0,35.1027397260274,0.134612961465212,27.5853569946036,770880.0,103107943,1.28475961389392,796100.0,115.49,47.94,8.063,17.689,63.756,54.218,0.0,0.0,143.726,0.77,0.14,1.16,0.48,0.0,0.47
Pakistan_2008,268800.0,34.8692403486924,0.128391475276979,27.3025633042756,770880.0,105828851,1.30185605090173,796100.0,123.1,50.1,11.764,18.91,65.754,58.928,0.0,0.0,155.356,1.03,0.14,1.12,0.53,0.0,0.48
Pakistan_2009,262700.0,34.0779369032794,0.122251567907644,26.4853154836032,770880.0,107192468,1.28028089624107,796100.0,126.25,54.37,11.412,18.511,66.989,58.309,0.0,0.0,155.221,0.98,0.14,1.16,0.53,0.0,0.49
Pakistan_2010,263800.0,34.2206309672063,0.120656814000828,26.6228206724782,770880.0,108518270,1.22925609275342,796100.0,125.46,53.51,11.451,17.426,63.123,62.145,0.0,2.84e-14,154.145,0.92,0.12,1.02,0.55,0.0,0.46
