Country_Year,Cell Subscriptions,Cell Subscriptions per 100 People,Telephone Lines,Telephone Lines per 100 People,CO2 Cement,CO2 Coal,CO2 Gas,CO2 Oil,CO2 Flaring,CO2 Other,CO2 Total
Israel_2003,6300008.0,100.978528786377,3006000.0,48.1811225528365,1.885,29.726,0.015,30.789,0.0,0.0,62.415
Israel_2006,7757000.0,117.464860864636,2936295.0,44.4645460400319,2.265,29.922,4.254,25.708,0.0,0.0,62.149
Israel_2007,8403765.0,124.338839618682,3004653.0,44.4556776012645,2.271,30.309,5.089,25.131,0.0,0.0,62.8
Israel_2011,9111000.0,122.783667871998,3408000.0,45.9276413245273,2.251,29.001,9.343,28.0,0.0,0.0,68.595
Israel_2012,9200000.0,121.978270101522,3500000.0,46.4047766690572,2.252,32.575,4.814,35.143,0.0,0.001,74.785
Malaysia_1993,200573.0,1.04437297736144,2091578.0,10.890735758271,3.425,5.386,22.027,50.29,5.591,0.0,86.719
Malaysia_1994,340022.0,1.72587647280068,2410721.0,12.236286641413,4.007,6.232,22.391,52.787,5.214,0.0,90.631
Malaysia_1997,1520320.0,7.15113868967256,3771314.0,17.7391532416227,5.207,6.375,35.442,69.242,5.818,0.001,122.085
Malaysia_1998,2000000.0,9.17185698231689,4223042.0,19.3665686271587,5.325,6.284,35.94,59.701,6.987,0.001,114.238
Malaysia_2003,9053000.0,37.0814942945167,4669903.0,19.1281322711197,8.21,18.214,61.881,62.222,5.994,0.0,156.521
Malaysia_2004,11124000.0,44.6914733538138,4571561.0,18.3665764668136,8.197,31.719,59.218,67.615,4.353,0.0,171.102
Malaysia_2005,14611000.0,57.6027941396145,4446265.0,17.5290731288189,8.062,26.11,64.08,68.799,14.282,0.0,181.333
Malaysia_2006,19545000.0,75.6284006177809,4365647.0,16.892652866299,8.604,26.626,69.546,62.325,11.684,0.0,178.785
Malaysia_2007,19463722.0,73.9303739439873,4342100.0,16.4928926082168,8.346,29.934,65.438,68.827,9.911,0.0,182.455
Malaysia_2008,23347000.0,87.0707749612243,4350000.0,16.222978159135,8.863,38.037,72.633,70.211,12.242,0.0,201.985
Malaysia_2010,30144000.0,108.469408273182,4524000.0,16.2790473403621,7.413,55.337,60.808,73.375,19.002,0.0,215.935
Malaysia_2011,33858700.0,119.74429756009,4609800.0,16.3029668266207,8.105,55.544,64.784,71.753,16.807,0.001,216.994
Iceland_1992,12889.0,5.00763441821071,135559.0,52.6673841336198,0.045,0.243,0.0,1.898,0.068,0.001,2.255
Iceland_1993,15251.0,5.86813905615729,140031.0,53.8798360876508,0.039,0.298,0.0,1.988,0.085,0.001,2.411
Iceland_1994,17409.0,6.6349572952516,143597.0,54.7280121044427,0.037,0.293,0.0,1.964,0.07,0.001,2.365
Iceland_1996,30883.0,11.5470323868777,148675.0,55.5889984819819,0.041,0.281,0.0,2.118,0.081,0.002,2.523
Iceland_1997,46805.0,17.3294728774589,156807.0,58.0575291848243,0.045,0.32,0.0,2.184,0.067,0.003,2.619
Iceland_1998,65368.0,23.9620525077163,165390.0,60.6272773260801,0.053,0.284,0.0,2.215,0.084,0.002,2.638
Iceland_1999,104280.0,37.8418394008013,173673.0,63.0236457063229,0.06,0.358,0.0,2.309,0.111,0.002,2.84
Iceland_2000,172614.0,62.0075006466075,184973.0,66.4471793545421,0.064,0.466,0.0,2.248,0.153,0.001,2.932
Iceland_2001,214896.0,76.4172480744202,196336.0,69.8172921689532,0.058,0.502,0.0,2.159,0.144,4.44e-16,2.863
Iceland_2003,260438.0,90.7674023887443,187999.0,65.521087098202,0.032,0.51,0.0,2.303,0.136,0.004,2.985
Iceland_2005,290068.0,98.9419108367159,190478.0,64.9718593307637,0.054,0.484,0.0,2.315,0.118,0.005,2.976
Iceland_2006,283108.0,95.4044718529377,193852.0,65.3261217543682,0.061,0.515,0.0,2.445,0.127,0.005,3.153
Iceland_2009,336922.0,108.897392968189,199503.0,64.4818580838672,0.028,0.622,0.0,2.904,0.17,0.004,3.728
Iceland_2011,341077.0,107.24275410166,193614.0,60.8768653196748,0.02,0.639,0.0,2.66,0.18,0.002,3.501
Iceland_2012,344085.0,106.841441754748,191118.0,59.3438326729845,0.0,0.659,0.0,2.662,0.172,0.004,3.497
Iceland_2013,352114.0,108.054513037528,180004.0,55.2384868673416,0.0,0.661,0.0,2.645,0.173,0.004,3.483
Poland_1992,0.0,0.0,3565294.0,9.31972676553023,5.538,293.86,16.611,41.541,2.828,4.363,364.741
Poland_1993,2195.0,0.0057246782874245,3938144.0,10.2708917765609,5.147,293.178,16.836,43.173,2.687,4.421,365.442
Poland_1994,15699.0,0.0408713238263182,4415800.0,11.4962476433057,6.643,283.683,18.124,45.951,1.722,4.388,360.511
Poland_1995,38942.0,0.101261501652267,5006094.0,13.017425808957,6.666,282.565,19.091,46.828,2.911,4.816,362.877
Poland_1996,75000.0,0.194906956486554,5728497.0,14.8869855401647,6.219,293.186,19.81,51.09,2.493,4.765,377.563
Poland_1998,812200.0,2.11173424575922,7510000.0,19.5261317232846,6.334,251.777,20.625,52.886,2.704,5.02,339.346
Poland_2000,3956500.0,10.306011034009,10175196.0,26.5046587259457,6.114,228.827,21.838,52.815,3.375,4.723,317.692
Poland_2001,6747000.0,17.5925611340196,10945567.0,28.5401743877289,4.957,226.152,22.635,52.749,2.862,4.468,313.823
Poland_2002,10004661.0,26.1117782752248,11400000.0,29.7535590998598,4.67,219.897,22.422,52.145,3.004,4.446,306.584
Poland_2004,17401222.0,45.4928841838258,12292450.0,32.1367662676489,5.07,226.424,26.563,58.807,2.704,4.845,324.413
Poland_2005,23096065.0,60.420641166992,12553477.0,32.8406215177818,5.057,222.638,27.401,60.416,3.376,4.497,323.385
Poland_2007,36745454.0,96.2069884866963,11475613.0,30.0454627059114,7.05,227.707,27.911,65.993,3.603,4.442,336.706
Poland_2008,41388774.0,108.378398505795,10490569.0,27.4700349334952,6.693,220.472,28.134,67.207,3.568,4.38,330.454
Poland_2009,43926365.0,115.021392528647,9453928.0,24.7551547555907,5.757,209.074,27.273,67.906,2.865,3.965,316.84
Hungary_1992,8477.0,0.0817436616358202,1128129.0,10.8785413775576,0.859,20.644,17.576,21.705,0.44,0.861,62.085
Hungary_1994,45712.0,0.441073865109477,1497577.0,14.4500804097186,1.181,18.683,19.412,21.157,0.487,0.867,61.787
Hungary_1995,143000.0,1.38015780898114,1774100.0,17.1226431392548,1.186,18.389,20.911,19.759,0.264,0.882,61.391
Hungary_1996,265000.0,2.55989329205562,2157202.0,20.8385167147508,1.111,18.875,23.529,18.46,0.259,0.791,63.025
Hungary_1997,473100.0,4.57770368991365,2651215.0,25.6530895968176,1.174,18.318,22.436,18.685,0.211,0.8,61.624
Hungary_2000,1628153.0,15.8796014087433,3725779.0,36.3380379221524,1.353,16.473,22.206,17.461,0.189,0.683,58.365
Hungary_2001,3076279.0,30.0884683101605,3798254.0,37.1499610773081,1.357,15.9,24.647,17.238,0.144,0.682,59.968
Hungary_2003,6886111.0,67.7194215009729,3669200.0,36.0836619350705,1.412,16.162,27.227,16.056,0.146,0.753,61.756
Hungary_2004,7944586.0,78.331647151424,3602912.0,35.5238185478301,1.289,15.477,26.815,15.604,0.118,0.829,60.132
Hungary_2005,8727188.0,86.2551730245253,3564000.0,35.2247982579736,1.199,13.598,28.025,16.404,0.113,0.939,60.278
Hungary_2006,9320000.0,92.3141168094498,3415715.0,33.8324799890332,1.296,13.617,26.512,17.173,0.117,0.927,59.642
Hungary_2008,11029930.0,109.632885541945,3250635.0,32.3099507334715,1.261,13.064,24.617,17.239,0.18,0.887,57.248
Hungary_2009,12224163.0,121.681190771544,3093996.0,30.7981100646642,0.973,11.189,21.364,17.171,0.18,0.594,51.471
Hungary_2010,11792475.0,117.559187949153,3068685.0,30.5917219813269,0.735,11.672,22.918,15.972,0.188,0.584,52.069
Hungary_2012,11689937.0,116.943492779826,2933313.0,29.3442015672513,0.678,11.456,19.572,14.345,0.15,0.557,46.758
Hungary_2013,11579425.0,116.070555958459,2960633.0,29.6769760414667,0.516,10.166,18.365,13.845,0.151,0.547,43.59
Myanmar_1992,0.0,0.0,85947.0,0.200893419060512,0.189,0.121,1.616,2.906,0.011,0.0,4.842
Myanmar_1993,0.0,0.0,99073.0,0.228160920453472,0.162,0.051,1.993,3.081,0.015,0.001,5.303
Myanmar_1994,643.0,0.0014596150838393,117337.0,0.266355917717661,0.191,0.04,2.492,3.451,0.022,0.0,6.196
Myanmar_1995,1920.0,0.0042966389698306,137337.0,0.30733724281231,0.209,0.066,2.788,3.829,0.015,8.88e-16,6.907
Myanmar_1996,2766.0,0.0061019378351515,157843.0,0.348209751884972,0.204,0.048,3.026,3.909,0.015,0.001,7.203
Myanmar_1997,7260.0,0.0157854130085893,178631.0,0.388397260487233,0.209,0.051,3.27,3.889,0.026,8.88e-16,7.445
Myanmar_1998,8492.0,0.0181980053126089,213516.0,0.457555970599035,0.147,0.055,3.15,4.673,0.011,0.0,8.036
Myanmar_2002,22671.0,0.0463674599624827,295234.0,0.603822093183521,0.188,1.235,2.301,5.412,0.018,0.0,9.154
Myanmar_2003,47982.0,0.0974030066961471,342317.0,0.694900276003605,0.227,0.601,3.057,5.887,0.007,1.78e-15,9.779
Myanmar_2004,66517.0,0.134168658982267,362976.0,0.732143710070316,0.206,0.729,5.157,6.267,0.011,1.78e-15,12.37
Myanmar_2005,92452.0,0.185366790436339,424871.0,0.851868792665144,0.214,0.586,5.456,5.262,0.011,0.0,11.529
Myanmar_2006,128700.0,0.256471470687523,503930.0,1.00422430632139,0.223,0.952,6.135,5.454,0.015,0.0,12.779
Myanmar_2007,214214.0,0.42418555063389,571293.0,1.13127169922735,0.234,0.821,6.167,5.558,0.015,0.0,12.794
Myanmar_2008,247641.0,0.487204548100228,464090.0,0.913042503978883,0.258,0.649,3.649,5.155,0.011,1.78e-15,9.722
Myanmar_2010,502005.0,0.974001217295373,444265.0,0.8619727907127,0.204,1.231,4.141,7.495,0.011,0.001,13.083
Myanmar_2013,3729617.0,7.06402724729261,524225.0,0.992900794830131,0.429,1.143,4.203,7.152,0.011,0.0,12.938
Mexico_1992,160898.0,0.183067274908137,6024800.0,6.85492497027026,11.751,14.806,55.612,248.72,1.891,0.0,332.78
Mexico_1994,386132.0,0.421293923943775,7620880.0,8.31485201719784,13.836,20.247,56.902,258.052,2.492,0.0,351.528
Mexico_1997,1021900.0,1.05132086754228,8826148.0,9.08025596674489,12.907,25.574,65.772,252.202,12.19,0.0,368.645
Mexico_1998,1740814.0,1.75895661731274,9253715.0,9.35015644059399,13.412,26.267,71.088,264.274,13.315,0.001,388.357
Mexico_2000,7731635.0,7.55656591659192,10927385.0,10.6799538582044,14.567,26.7,81.202,263.874,9.724,0.0,396.066
Mexico_2001,14077880.0,13.5528941437453,12331676.0,11.8718087839195,14.059,30.638,82.887,275.577,7.537,0.0,410.698
Mexico_2003,25928266.0,24.29476814893,14975085.0,14.0316447727557,14.65,42.458,101.903,273.195,5.551,0.001,437.758
Mexico_2004,30097700.0,27.8537176060571,16330066.0,15.1125516850881,15.346,37.882,105.647,276.736,3.246,5.68e-14,438.857
Mexico_2005,38451135.0,35.1532182529869,18073238.0,16.5231138158126,16.674,46.808,105.516,291.123,3.873,0.0,463.993
Mexico_2008,66559462.0,58.6272950897596,19997903.0,17.6146700277924,18.638,40.784,118.567,288.397,26.593,0.001,492.98
Mexico_2012,94583253.0,79.2411829391876,19731368.0,16.5308010851396,18.411,49.223,135.727,290.158,2.781,0.0,496.3
Mexico_2013,100727228.0,83.3507082650968,20587824.0,17.036205066987,17.437,49.977,142.277,277.695,2.744,0.0,490.13
Tunisia_1992,1239.0,0.0148930853171849,331947.0,3.9900847391312,1.873,0.279,2.584,9.95,0.205,1.78e-15,14.891
Tunisia_1995,2709.0,0.0306652040039769,474253.0,5.36842561627835,2.291,0.238,3.753,9.005,0.26,0.0,15.547
Tunisia_1996,3185.0,0.0354572465204863,521742.0,5.80833115042122,2.112,0.238,3.991,9.987,0.253,0.0,16.581
Tunisia_1999,38998.0,0.417204647555788,752180.0,8.04689963071216,2.228,0.297,5.027,10.307,0.26,0.0,18.119
Tunisia_2000,55258.0,0.584649114778943,850381.0,8.99733068288451,2.583,0.278,5.335,11.216,0.26,0.0,19.672
Tunisia_2001,119165.0,1.24743844093068,955131.0,9.99846536755389,2.596,0.256,5.914,11.512,0.267,0.001,20.546
Tunisia_2005,3735695.0,37.5546036343882,1203530.0,12.0989781318055,2.959,0.0,6.709,12.311,0.289,0.001,22.269
Tunisia_2006,5680726.0,56.5170337283979,1257479.0,12.5105458449769,3.084,0.0,6.896,12.326,0.297,0.0,22.602
Tunisia_2007,7339047.0,72.232986947261,1268462.0,12.4845636073862,3.108,0.0,8.051,12.225,0.3,0.0,23.684
Tunisia_2009,8602164.0,82.7810913962042,1239074.0,11.9239644862223,3.297,0.0,9.12,11.553,0.352,0.0,24.321
Tunisia_2011,11114206.0,104.537092861718,1289585.0,12.1294734772847,3.04,0.044,11.267,10.772,0.403,0.0,25.526
Tunisia_2012,12387656.0,115.201077868624,1217781.0,11.3249579910785,2.933,0.0,12.157,10.823,0.392,0.001,26.306
Tunisia_2013,12843889.0,118.105649561399,1098893.0,10.1048421987666,2.96,0.0,12.124,11.388,0.392,0.0,26.864
United Kingdom_1993,1507000.0,2.61994597730504,26514000.0,46.095054838929,5.525,207.437,135.017,220.279,7.582,2.795,578.635
United Kingdom_1995,3940000.0,6.81277816430591,28358000.0,49.0347114678648,6.285,181.41,153.003,213.054,9.166,3.65,566.568
United Kingdom_1996,5735785.0,9.88976243110508,29411411.0,50.7117800882687,6.416,172.798,177.596,218.006,9.466,3.906,588.188
United Kingdom_1998,8841000.0,15.1525453062561,31879000.0,54.637257303262,6.838,153.845,190.108,205.889,7.216,3.704,567.6
United Kingdom_1999,14878000.0,25.4175730724475,32829000.0,56.0850589054562,6.531,138.057,204.259,202.539,6.19,3.533,561.109
United Kingdom_2000,27185000.0,46.2841529291748,34021000.0,57.9228680082198,6.332,144.183,208.9,199.054,5.874,3.242,567.585
United Kingdom_2001,43452000.0,73.7081181590734,35228000.0,59.7576541127644,5.844,153.357,208.116,199.794,6.106,3.097,576.314
United Kingdom_2002,46283000.0,78.2021775089909,34579000.0,58.426486962457,5.988,141.54,206.737,196.904,5.791,3.106,560.066
United Kingdom_2003,49228000.0,82.8308860268175,34737600.0,58.4493821899158,5.868,152.886,207.548,195.636,5.491,4.043,571.472
United Kingdom_2007,70077926.0,115.600259824552,33848510.0,55.8363635172928,6.117,150.612,195.644,197.197,5.33,4.336,559.236
United Kingdom_2009,74940937.0,122.186462395108,34191893.0,55.7477210121093,3.721,113.713,186.768,181.601,4.82,3.272,493.895
United Kingdom_2011,76729827.0,123.625486273963,33409000.0,53.8278793581385,4.097,117.028,167.433,172.927,4.397,3.572,469.454
United Kingdom_2012,77162298.0,123.604198784553,33252352.0,53.2660435626468,3.724,147.925,157.604,171.058,3.72,3.486,487.517
United Kingdom_2013,78329355.0,124.761816931192,33197391.0,52.8763044012709,4.029,142.362,157.032,166.442,4.124,3.398,477.387
Greece_1992,0.0,0.0,4190087.0,40.8918672644367,5.861,40.495,0.413,37.262,0.036,0.916,84.983
Greece_1994,48000.0,0.458787632652948,4744016.0,45.3436639564106,5.916,42.134,0.2,37.38,0.026,0.786,86.442
Greece_1998,937700.0,8.6554536834923,5430855.0,50.1295871966114,6.383,44.556,1.645,45.129,0.016,0.913,98.642
Greece_2000,3904000.0,35.660380184959,5610931.0,51.2520319291937,6.537,45.851,3.982,45.659,0.014,0.956,102.999
Greece_2004,8936202.0,81.0045534117592,6300432.0,57.1119229915749,6.364,47.094,5.245,49.844,0.007,0.993,109.547
Greece_2006,10260396.0,92.9245487220107,6311656.0,57.1622952455803,6.599,42.794,6.284,55.753,0.006,1.036,112.472
Greece_2007,10979826.0,99.3423396704135,6170455.0,55.82852009959,6.407,45.193,7.808,54.116,0.005,1.063,114.592
Greece_2008,12294912.0,111.096420636559,5469425.0,49.42154449256,6.054,43.285,8.109,52.769,0.004,0.904,111.125
Greece_2009,13799340.0,124.508360188876,5253695.0,47.4029156019414,4.582,42.243,6.623,50.163,0.004,0.74,104.355
Greece_2011,12292716.0,110.645518509948,5898097.0,53.0881865965965,2.43,42.116,8.811,40.509,0.005,0.679,94.55
Greece_2013,13360280.0,120.096301551898,5461193.0,49.0909682552396,3.639,37.315,7.336,32.911,0.004,0.531,81.736
